V4	Cdk9as_3MBPP1_18Cr1_pr_counts	Cdk9as_3MBPP1_18Cr1gb_counts	Cdk9as_3MBPP1_18Cr1term_counts	Cdk9as_3MBPP1_18Cr1pr_map	Cdk9as_3MBPP1_18Cr1gb_map	Cdk9as_3MBPP1_18Cr1term_map	Cdk9as_3MBPP1_18Cr1pr_density	Cdk9as_3MBPP1_18Cr1pr_densityRPKM	Cdk9as_3MBPP1_18Cr1gb_density	Cdk9as_3MBPP1_18Cr1gb_densityRPKM	Cdk9as_3MBPP1_18Cr1pause_index_CI_low	Cdk9as_3MBPP1_18Cr1pause_index_CI_high	Cdk9as_3MBPP1_18Cr1pause_index_scaled	Cdk9as_3MBPP1_18Cr1pause_index_CI_low_scaled	Cdk9as_3MBPP1_18Cr1pause_index_CI_high_scaled	Cdk9as_3MBPP1_18Cr1_ExpPR	Cdk9as_3MBPP1_18Cr1_ExpGB	Cdk9as_3MBPP1_18Cr1Fexact_Pval
SPAC17A5.04c	0	31	8	100	1552	217	0	0	0.0199742268041237	6.04313065470551	0.00295316473031761	0.159112070807008	0	0.0458331166145293	2.46941933892477	1	99	1
SPAC17A5.05c	13	28	10	100	319	300	0.13	39.3310335772059	0.0877742946708464	26.5557979301125	0.228228354975534	0.931318303045751	1.48107142857143	0.728048452371955	2.97090538671595	9	104	1
SPAC17A5.06	49	603	9	100	2570	300	0.49	148.247741944853	0.234630350194553	70.9865706287194	0.0600442331466648	0.109665037783781	2.08839137645108	1.54313679186929	2.81839147104318	28	121	0.413564796268122
SPAC17A5.07c	10	292	3	100	2336	300	0.1	30.2546412132353	0.125	37.8183015165441	0.0172047395130628	0.0660502251862086	0.8	0.401902715025147	1.54293326034983	12	98	1
SPAC17A5.08	0	359	34	100	1048	300	0	0	0.342557251908397	103.639467514804	0.000253333134715561	0.013374268702883	0	0.00265493125181908	0.140162336006214	25	75	1
SPAC17A5.09c	13	236	9	100	1180	300	0.13	39.3310335772059	0.2	60.5092824264706	0.0301478900881409	0.0985527398534258	0.65	0.355745103040062	1.16292233027043	18	95	1
SPAC17A5.10	15	426	47	100	1675	258	0.15	45.381961819853	0.254328358208955	76.9461322796313	0.0202610522754713	0.0601520025401717	0.589788732394366	0.339372625614145	1.00754604254788	23	92	1
SPAC17A5.11	0	5	75	100	1078	300	0	0	0.00463821892393321	1.40327649412038	0.0190383591688732	1.16008855872718	0	0.205233511840453	12.505754663079	0	100	1
SPAC17A5.12	26	313	72	100	1919	300	0.26	78.6620671544118	0.163105784262637	49.3470698266944	0.0544736695769215	0.12574977577882	1.59405750798722	1.04534971918112	2.41313819719555	17	109	1
SPAC17A5.13	34	299	60	100	708	300	0.34	102.865780125	0.422316384180791	127.770306818607	0.0784130001222913	0.164118422235518	0.805083612040134	0.555164040865822	1.16195842942747	39	95	1
SPAC17A5.14	19	584	45	100	4061	300	0.19	57.4838183051471	0.143806944102438	43.5082749779104	0.0200046815952282	0.0522783836476811	1.32121575342466	0.812390119582216	2.12302515993233	14	105	1
SPAC17A5.15c	25	845	15	100	2065	300	0.25	75.6366030330883	0.409200968523002	123.802284867718	0.0194429386773326	0.0446624026431547	0.61094674556213	0.401496683686918	0.922278614581145	36	89	1
SPAC17A5.16	22	426	7	100	3786	300	0.22	66.5602106691177	0.112519809825674	34.0424647565722	0.0327955937860494	0.0805496089589069	1.95521126760563	1.24164118073983	3.04960819518422	12	110	1
SPAC17A5.18c	11	221	4	100	2409	300	0.11	33.2801053345588	0.0917393109173931	27.7553993695517	0.0257686853582956	0.0935682484496064	1.19904977375566	0.62076763028134	2.25405910515102	9	102	1
SPAC17A5.19	0	15	133	100	673	300	0	0	0.0222882615156018	6.74323355421292	0.00615095181701504	0.339527058120729	0	0.0413959057285112	2.28501710115251	2	98	1
SPAC17C9.01c	13	281	143	100	2286	300	0.13	39.3310335772059	0.122922134733158	37.1896508351668	0.0253842979149257	0.0825515668944455	1.05758007117438	0.580285050335202	1.88712881920702	12	101	1
SPAC17C9.02c	12	108	54	100	1216	300	0.12	36.3055694558824	0.0888157894736842	26.8708984459656	0.058236946352365	0.207189609383768	1.35111111111111	0.708161267644758	2.51942565010662	9	103	1
SPAC17C9.03	75	2142	268	100	4382	300	0.75	226.909809099265	0.488817891373802	147.890099221246	0.0276146560341429	0.0443287610404666	1.5343137254902	1.21007422741614	1.94248630879325	57	118	1
SPAC17C9.05c	3	125	2	100	1326	300	0.03	9.07639236397059	0.0942684766214178	28.5205893789926	0.00610960808364384	0.0777875532224786	0.31824	0.0810134031891173	1.03146295573007	8	95	1
SPAC17C9.06	6	274	7	100	1660	300	0.06	18.1527847279412	0.165060240963855	49.9383836893161	0.00881740434224175	0.0507907792599412	0.363503649635037	0.146368912081213	0.843126935715023	15	91	1
SPAC17C9.07	33	375	59	100	1808	300	0.33	99.8403160036765	0.207411504424779	62.7516064986905	0.0605977354066137	0.127147266414617	1.59104	1.09560705615158	2.29882257677627	22	111	1
SPAC17C9.08	13	251	17	100	1149	300	0.13	39.3310335772059	0.218450826805918	66.0915138774766	0.0283730538704136	0.0925717863796706	0.595099601593626	0.326006388971052	1.06364982550242	20	93	1
SPAC17C9.09c	12	352	138	100	499	300	0.12	36.3055694558824	0.705410821643287	213.419513167512	0.018281090102867	0.0620649838737719	0.170113636363636	0.0912226396133062	0.309704269530122	46	66	1
SPAC17C9.10	0	630	35	100	1845	300	0	0	0.341463414634146	103.308530972023	0.000144321219223391	0.00761293641689924	0	0.00266272649467156	0.140458676891791	25	75	1
SPAC17C9.11c	2	268	83	100	1595	300	0.02	6.05092824264706	0.168025078369906	50.8353846090725	0.00128571130215538	0.0303041526070196	0.119029850746269	0.0205070952693783	0.483351234081962	14	88	1
SPAC17C9.12	38	438	2	100	1816	300	0.38	114.967636610294	0.241189427312775	72.9709958777372	0.061362368779224	0.122161843515356	1.57552511415525	1.11434061703071	2.21845907823887	26	112	1
SPAC17C9.13c	31	1019	33	100	1320	300	0.31	93.7893877610295	0.771969696969697	233.556662093082	0.0209087985334642	0.0440092135254693	0.401570166830226	0.275996140641727	0.580921618536195	57	74	1
SPAC17C9.14	1	105	25	100	894	300	0.01	3.02546412132353	0.11744966442953	35.5339745793032	0.000492893847620123	0.0627106100080988	0.0851428571428571	0.0044064709977239	0.560632853472403	10	91	1
SPAC17C9.15c	14	117	1	100	1255	300	0.14	42.3564976985294	0.0932270916334661	28.2055220872393	0.0658877390143818	0.213419425131526	1.5017094017094	0.826891124630492	2.67841378540066	9	105	1
SPAC17C9.16c	4	471	9	100	2196	300	0.04	12.1018564852941	0.21448087431694	64.8904189956003	0.00270831928422887	0.0234744936321244	0.186496815286624	0.0594746914816659	0.515499880161452	18	86	1
SPAC17D4.01	14	754	51	100	1626	300	0.14	42.3564976985294	0.463714637146371	140.295199721891	0.0105117752528049	0.032173391492213	0.301909814323607	0.170921465610607	0.523139345663383	36	78	1
SPAC17D4.02	11	271	2	100	1901	300	0.11	33.2801053345588	0.14255654918464	43.1299724817821	0.0210750630751337	0.0760739781488043	0.771623616236162	0.400636949058291	1.44616632460877	13	98	1
SPAC17D4.03c	9	319	11	100	2359	300	0.09	27.2291770919118	0.135226791013141	40.9123804451974	0.0136323097881081	0.0562627183157776	0.665548589341693	0.32158618790147	1.32723752506919	12	97	1
SPAC17D4.04	15	260	5	100	2273	300	0.15	45.381961819853	0.114386273647162	34.6071566891385	0.0329975978081522	0.099173750430707	1.31134615384615	0.750035398179301	2.25421934728997	11	104	1
SPAC17G6.02c	19	653	21	100	1757	300	0.19	57.4838183051471	0.371656232214001	112.443259602975	0.0179055646923952	0.0467148938954889	0.511225114854518	0.314600771645384	0.820780685743739	32	87	1
SPAC17G6.03	7	1594	11	100	4231	300	0.07	21.1782488492647	0.376743086740723	113.982269189074	0.00192089740904912	0.00950460349552172	0.185803011292346	0.0812731693768684	0.402139773895524	29	78	1
SPAC17G6.04c	8	424	32	100	3209	300	0.08	24.2037129705883	0.132128388906201	39.9749700043994	0.00871111930553464	0.0390887276237967	0.605471698113208	0.279539818514607	1.25435726944764	12	96	1
SPAC17G6.05c	8	268	42	100	2257	300	0.08	24.2037129705883	0.118741692512184	35.9248730400845	0.0137253715256151	0.0621123701940777	0.673731343283582	0.309781635333134	1.40187619528033	11	97	1
SPAC17G6.06	41	369	60	100	483	300	0.41	124.044028974265	0.763975155279503	231.137942188071	0.0793520547688376	0.155021976249564	0.536666666666667	0.383270424533486	0.748756145285392	61	80	1
SPAC17G6.07c	11	131	5	100	935	300	0.11	33.2801053345588	0.140106951871658	42.3888556035703	0.0430125974058392	0.159627465311316	0.785114503816794	0.402167785744597	1.4925168006608	13	98	1
SPAC17G6.08	2	239	183	100	1969	300	0.02	6.05092824264706	0.121381411884205	36.7235106651257	0.00144078587341169	0.0340091603078592	0.164769874476987	0.0283690738474762	0.669640366461748	11	91	1
SPAC17G6.09	81	548	106	100	1297	300	0.81	245.062593827206	0.422513492675405	127.829941286453	0.116212993323212	0.187762387779285	1.91709854014599	1.50728252340206	2.43527816949733	53	128	0.220413913288316
SPAC17G6.10	30	422	9	100	1639	300	0.3	90.763923639706	0.257474069554606	77.8978559608621	0.0481752439890182	0.104285706303655	1.16516587677725	0.789592248980008	1.7092427263169	26	104	1
SPAC17G6.11c	2	790	9	100	3430	300	0.02	6.05092824264706	0.230320699708455	69.6827013366061	0.0004377077588903	0.0102344770565922	0.0868354430379747	0.0150133761299373	0.351042563041111	19	83	1
SPAC17G6.12	11	220	6	100	2639	300	0.11	33.2801053345588	0.0833649109511179	25.2217547059938	0.0258839793194227	0.0940005598372346	1.3195	0.683078214239565	2.48067477410462	8	103	1
SPAC17G6.13	38	368	19	100	1338	300	0.38	114.967636610294	0.275037369207773	83.211569256133	0.0728399101648993	0.1457939885662	1.38163043478261	0.974597998006352	1.95072356701575	29	109	1
SPAC17G6.14c	109	1465	40	100	1608	300	1.09	329.775589224265	0.911069651741294	275.640854337001	0.0609380471367331	0.0907659577398941	1.19639590443686	0.979883797958668	1.4595166004575	99	110	1
SPAC17G6.15c	29	346	553	100	1610	300	0.29	87.7384595183824	0.214906832298137	65.0192910545306	0.0562679729158252	0.124079462053741	1.34942196531792	0.905914363944786	1.99767933906523	22	107	1
SPAC17G6.16c	49	518	70	100	2749	300	0.49	148.247741944853	0.188432157148054	57.0094730755034	0.0697647008163824	0.127905446361985	2.60040540540541	1.91783162544235	3.51612072049095	23	126	0.0030091770537681
SPAC17G6.17	1	123	82	100	1456	300	0.01	3.02546412132353	0.084478021978022	25.5585224534886	0.000421290135410667	0.0534261867289411	0.118373983739837	0.00613398437157932	0.777885278773382	7	94	1
SPAC17G8.01c	36	545	24	100	2503	300	0.36	108.916708367647	0.217738713543747	65.876066564975	0.0464188920182929	0.093575036913042	1.65335779816514	1.16186486721787	2.34218317393344	24	112	1
SPAC17G8.02	2	168	7	100	1771	300	0.02	6.05092824264706	0.0948616600790514	28.7000549058359	0.00204452653288221	0.0485375530412718	0.210833333333333	0.036208564897344	0.859600064360923	8	94	1
SPAC17G8.03c	3	214	5	100	1111	300	0.03	9.07639236397059	0.192619261926193	58.2762666033516	0.00359006221707454	0.0451181604117968	0.155747663551402	0.0398855912316981	0.501262762175062	16	87	1
SPAC17G8.04c	0	310	43	100	1255	300	0	0	0.247011952191235	74.7325798892665	0.000293404845919592	0.0154944519603583	0	0.00368223081629088	0.194455372102497	19	81	1
SPAC17G8.05	66	72	4	100	1167	300	0.66	199.680632007353	0.0616966580976864	18.6661025480115	0.647835774119387	1.29677204257461	10.6975	7.56024348397325	15.1333297368457	9	157	3.91374971033478e-26
SPAC17G8.06c	31	1006	17	100	2024	300	0.31	93.7893877610295	0.49703557312253	150.376329350369	0.0211774494577154	0.044581221952485	0.623697813121272	0.42863157702416	0.902323932318296	43	88	1
SPAC17G8.07	4	71	0	100	899	300	0.04	12.1018564852941	0.0789766407119021	23.8940992896519	0.0175245455388843	0.16019303238021	0.506478873239437	0.15754566439457	1.44013536109808	7	97	1
SPAC17G8.08c	6	275	20	100	1057	300	0.06	18.1527847279412	0.260170293282876	78.7135887761562	0.0087856428076866	0.0506041978134531	0.230618181818182	0.0928642444772474	0.5348863708882	21	85	1
SPAC17G8.09	2	74	7	100	1057	300	0.02	6.05092824264706	0.0700094607379376	21.1811111615839	0.0045921824636759	0.111713485708446	0.285675675675676	0.0485393686410543	1.18081154393827	6	96	1
SPAC17G8.10c	8	297	13	100	1643	300	0.08	24.2037129705883	0.180766889835666	54.6903739521052	0.0123986403495215	0.0559827393871588	0.442558922558923	0.203709660942638	0.919796408131019	16	92	1
SPAC17G8.11c	23	434	5	100	1851	300	0.23	69.5856747904412	0.234467855213398	70.9374083551817	0.0340021183040375	0.0818643327740466	0.98094470046083	0.629379209807735	1.5153087996476	23	100	1
SPAC17G8.12	3	329	75	100	3573	300	0.03	9.07639236397059	0.0920794850265883	27.858317825789	0.00234206447190602	0.0292460210072189	0.32580547112462	0.083681963581202	1.04496033058793	8	95	1
SPAC17G8.13c	2	459	23	100	3264	300	0.02	6.05092824264706	0.140625	42.5455892061122	0.000752368123124609	0.0176441213338369	0.142222222222222	0.0245572955387872	0.575904120336435	12	90	1
SPAC17G8.14c	14	423	19	100	3269	300	0.14	42.3564976985294	0.129397369226063	39.1487097987107	0.0186610944090993	0.0575920426047118	1.08193853427896	0.610031176233457	1.88268387274803	13	101	1
SPAC17G8.15	2	17	42	100	259	300	0.02	6.05092824264706	0.0656370656370656	19.85825871139	0.018791857082423	0.52761009643784	0.304705882352941	0.0486709098434755	1.36651014977401	6	96	1
SPAC17H9.01	4	284	66	100	4034	300	0.04	12.1018564852941	0.0704015865146257	21.2997474084255	0.00447838978319493	0.0390609966585112	0.568169014084507	0.180658243854083	1.57572060520434	6	98	1
SPAC17H9.02	21	281	11	100	3196	300	0.21	63.5347465477942	0.0879224030037547	26.6006075748408	0.0466816951022776	0.11843807033531	2.38846975088968	1.49194697546879	3.78528072791652	9	112	1
SPAC17H9.03c	7	114	9	100	851	300	0.07	21.1782488492647	0.133960047003525	40.529131589998	0.026257291344954	0.136175478033925	0.522543859649123	0.223449549345558	1.1588533180687	12	95	1
SPAC17H9.04c	20	998	12	100	2160	300	0.2	60.5092824264706	0.462037037037037	139.787647827819	0.0125212381737031	0.0317161333392176	0.432865731462926	0.270458744551987	0.685068480127099	37	83	1
SPAC17H9.05	28	585	9	100	3190	300	0.28	84.7129953970589	0.183385579937304	55.4826492468422	0.0321155715027533	0.0708596814667371	1.52683760683761	1.02448673093783	2.26042383878891	19	109	1
SPAC17H9.06c	6	229	5	100	2647	300	0.06	18.1527847279412	0.0865130336229694	26.174207925315	0.0105305426272615	0.0608940355512293	0.69353711790393	0.278743463343613	1.61186512104104	8	98	1
SPAC17H9.07	8	395	7	100	1058	300	0.08	24.2037129705883	0.373345935727788	112.954473338638	0.00934582226584399	0.0419816780527023	0.214278481012658	0.0988787995726294	0.444166153797591	29	79	1
SPAC17H9.08	1	117	6	100	2482	300	0.01	3.02546412132353	0.0471394037066882	14.2618574615171	0.000442728847975229	0.0561996970150585	0.212136752136752	0.0109885300067452	1.39487647991375	4	97	1
SPAC17H9.09c	6	320	27	100	939	300	0.06	18.1527847279412	0.340788072417465	103.104208607405	0.00756016942186649	0.0434254877983535	0.1760625	0.0709899908713263	0.40776533042654	26	80	1
SPAC17H9.10c	0	464	39	100	3792	300	0	0	0.122362869198312	37.0204470541698	0.000195978120624522	0.0103418517106205	0	0.00743149033408189	0.392163016866729	10	90	1
SPAC17H9.11	7	185	11	100	615	300	0.07	21.1782488492647	0.300813008130081	91.0098963324965	0.0163309837055552	0.0830776001456257	0.232702702702703	0.100435549789165	0.510927240895598	24	83	1
SPAC17H9.12c	16	334	49	100	835	300	0.16	48.4074259411765	0.4	121.018564852941	0.0279962668320718	0.0807110778347643	0.4	0.2337688280478	0.673937499920282	33	83	1
SPAC17H9.13c	23	350	28	100	1477	300	0.23	69.5856747904412	0.23696682464455	71.693462590605	0.0420483353003979	0.101794423856735	0.9706	0.621053912386877	1.50350364036398	23	100	1
SPAC17H9.14c	61	737	47	100	1041	300	0.61	184.553311400735	0.707973102785783	214.194722134048	0.0631657855535875	0.108235152635476	0.861614654002714	0.657555827612846	1.12672793893531	66	95	1
SPAC17H9.16	22	409	4	100	887	300	0.22	66.5602106691177	0.461104847801578	139.505617319202	0.0341426754774114	0.0839380893440813	0.477114914425428	0.302845531484639	0.744530852482001	38	84	1
SPAC17H9.17c	1	62	3	100	1113	300	0.01	3.02546412132353	0.0557053009883199	16.853438950769	0.00082981925837066	0.107218374424161	0.179516129032258	0.00923588834566544	1.19334050734091	5	96	1
SPAC17H9.18c	0	3	0	100	117	300	0	0	0.0256410256410256	7.75760031108598	0.0327971598819604	2.22593021867193	0	0.0383726770618937	2.60433835584616	2	98	1
SPAC17H9.19c	17	281	4	100	1736	300	0.17	51.4328900625	0.161866359447005	48.9720862956171	0.0358554481890242	0.100657538649115	1.05024911032028	0.622450580561461	1.74741487094863	16	101	1
SPAC17H9.20	2	231	10	100	4037	300	0.02	6.05092824264706	0.0572207084468665	17.3119200402709	0.00149037479532731	0.0351962210430728	0.34952380952381	0.0601664304873634	1.42087144350885	5	97	1
SPAC1805.01c	13	404	10	100	2633	300	0.13	39.3310335772059	0.153437143942271	46.4218573875696	0.0177280372919649	0.0571751489742816	0.847252475247525	0.466779221897435	1.50542167249283	15	98	1
SPAC1805.02c	27	224	9	100	975	300	0.27	81.6875312757354	0.22974358974359	69.5080987873304	0.0791316565554654	0.182374587174173	1.17522321428571	0.771533651415787	1.77815222494819	23	104	1
SPAC1805.03c	3	33	53	100	1588	300	0.03	9.07639236397059	0.0207808564231738	6.2871735518688	0.0222566461165473	0.308749155677299	1.44363636363636	0.353435540330771	4.90293659215551	2	101	1
SPAC1805.04	1	295	221	100	5730	300	0.01	3.02546412132353	0.0514834205933682	15.5761241848245	0.000176408184883473	0.0221246361354164	0.194237288135593	0.010108188993823	1.26774165055936	4	97	1
SPAC1805.05	34	923	12	100	1782	300	0.34	102.865780125	0.517957351290685	156.706138270574	0.0257413044592949	0.0524510930613775	0.656424702058505	0.458710045464635	0.934678478353747	45	89	1
SPAC1805.06c	56	639	4	100	1371	300	0.56	169.425990794118	0.466083150984683	141.011785085758	0.0660252340577524	0.116057317911934	1.20150234741784	0.905205958931786	1.59114582857262	49	107	1
SPAC1805.07c	4	38	163	100	820	300	0.04	12.1018564852941	0.0463414634146341	14.0204434890603	0.0319431751180627	0.307974443683006	0.863157894736842	0.261934035968114	2.52539043820065	4	100	1
SPAC1805.08	31	250	90	100	497	300	0.31	93.7893877610295	0.503018108651911	152.186324010238	0.0837907696410162	0.182509026558397	0.61628	0.41644012511585	0.907069861995235	43	88	1
SPAC1805.09c	0	20	1	100	1196	300	0	0	0.0167224080267559	5.05930455070825	0.00459577388787386	0.250708753220746	0	0.0549654556989714	2.99847668852013	1	99	1
SPAC1805.10	3	233	663	100	3621	300	0.03	9.07639236397059	0.0643468655067661	19.4679132910352	0.00329957367799021	0.0414055811501553	0.466223175965665	0.119477562880025	1.49929609344712	6	97	1
SPAC1805.11c	61	764	435	100	443	300	0.61	184.553311400735	1.72460496613995	521.773044851282	0.060956166535581	0.104370860567033	0.353704188481675	0.270035817752624	0.462362912311958	101	60	1
SPAC1805.12c	126	608	419	100	516	300	1.26	381.208479286765	1.17829457364341	356.488795690835	0.170239612835912	0.25211915722181	1.06934210526316	0.878436402233306	1.30093485126454	122	104	1
SPAC1805.13	280	1364	355	100	642	300	2.8	847.129953970589	2.12461059190031	642.793311757835	0.180119372443488	0.233908755870519	1.31788856304985	1.1563663710872	1.50169421268873	258	122	1
SPAC1805.14	15	302	12	100	1802	300	0.15	45.381961819853	0.167591564927858	50.7042266725697	0.028469446809241	0.0851919564915869	0.895033112582781	0.513019431502522	1.53515905597839	16	99	1
SPAC1805.15c	1	151	8	100	2335	300	0.01	3.02546412132353	0.0646680942184154	19.5650998852186	0.000343635749782126	0.0434250542008939	0.154635761589404	0.00802389475741265	1.01397501559087	6	95	1
SPAC1805.16c	5	339	4	100	1290	300	0.05	15.1273206066177	0.262790697674419	79.5063827231533	0.00539214664121797	0.0368685275054702	0.190265486725664	0.0695586916717118	0.475604004820565	21	84	1
SPAC1805.17	56	677	37	100	4129	300	0.56	169.425990794118	0.163962218454832	49.6061809187704	0.0623599532758907	0.10947073282517	3.41542097488922	2.57484247076153	4.52004655835127	21	135	1.52605645112927e-07
SPAC1805.18	19	45	51	100	137	300	0.19	57.4838183051471	0.328467153284672	99.3765587296051	0.238351086325185	0.74164441499587	0.578444444444445	0.326540988265504	1.01605284854434	29	90	1
SPAC1834.01	22	1156	227	100	1759	300	0.22	66.5602106691177	0.657191586128482	198.830956466743	0.0121729654244041	0.0294653334264039	0.334757785467128	0.214122461815268	0.518295214970445	48	74	1
SPAC1834.02	40	1272	192	100	4684	300	0.4	121.018564852941	0.271562766865927	82.1603407840208	0.0226456908862566	0.0434968186466276	1.47295597484277	1.06072416111226	2.03739098540804	29	111	1
SPAC1834.03c	31	397	204	100	612	300	0.31	93.7893877610295	0.648692810457516	196.259682379974	0.0532011154932863	0.11396908141402	0.477884130982368	0.325590826818912	0.697490778253804	51	80	1
SPAC1834.04	44	356	195	90	609	300	0.488888888888889	147.911579264706	0.584564860426929	176.858001180817	0.0891829399069901	0.170737875735648	0.836329588014981	0.603471226703966	1.15532629247789	49	85	1
SPAC1834.05	8	357	5	100	2276	300	0.08	24.2037129705883	0.156854130052724	47.4556542755932	0.0103322820686775	0.0464901720158233	0.510028011204482	0.2351627398831	1.05811631508014	14	94	1
SPAC1834.06c	14	288	5	100	1246	300	0.14	42.3564976985294	0.231139646869984	69.9304708620527	0.0272903589767926	0.0849684359892757	0.605694444444445	0.340037872850836	1.05870671242638	21	93	1
SPAC1834.07	2	94	1	100	2102	300	0.02	6.05092824264706	0.0447193149381541	13.5296682875553	0.00362982371442338	0.0874879634222898	0.447234042553191	0.0762988944771793	1.83899699113653	4	98	1
SPAC1834.08	21	741	11	100	5330	259	0.21	63.5347465477942	0.139024390243902	42.0613304671808	0.0178879111847905	0.044436136132776	1.51052631578947	0.953425666149335	2.36844605587696	14	107	1
SPAC1834.09	0	86	14	100	1052	300	0	0	0.0817490494296578	24.7328816001734	0.00105960382633116	0.0562803475494486	0	0.0111470322530038	0.592069256220199	7	93	1
SPAC1834.10c	6	58	13	100	560	300	0.06	18.1527847279412	0.103571428571429	31.335164113708	0.0402463933488263	0.249159375457532	0.579310344827586	0.225379802753427	1.39529250256218	9	97	1
SPAC1834.11c	5	1133	24	100	2777	300	0.05	15.1273206066177	0.407994238386748	123.437192994583	0.00162129678366964	0.010971859493692	0.122550750220653	0.0450234116825059	0.304688538139827	30	75	1
SPAC1834.13	1	0	1	100	36	300	0.01	3.02546412132353	0	0	0.0577765545925511	8.27870929775896	NA	0.0207995596533184	2.98033534719323	0	101	1
SPAC1851.02	36	394	34	100	919	300	0.36	108.916708367647	0.428726877040261	129.70977843324	0.0639370856775488	0.129996814452046	0.839695431472081	0.587581817376673	1.1946707248143	40	96	1
SPAC1851.03	13	672	26	100	3253	300	0.13	39.3310335772059	0.206578542883492	62.49959697293	0.0106978596032409	0.0342398033208249	0.629300595238095	0.348001372893428	1.11382080202644	19	94	1
SPAC1851.04c	4	284	26	100	3201	300	0.04	12.1018564852941	0.0887222742892846	26.8426057624456	0.00447838978319493	0.0390609966585112	0.450845070422535	0.14335325696007	1.25034250303894	8	96	1
SPAC186.01	14	29	0	100	1246	300	0.14	42.3564976985294	0.0232744783306581	7.04160991319281	0.242904401201718	0.947804633993331	6.0151724137931	3.02658883897341	11.8096457395569	2	112	0.0194913611106637
SPAC186.02c	0	0	0	100	1093	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.03	0	0	0	100	379	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.04c	3	43	6	100	836	300	0.03	9.07639236397059	0.0514354066985646	15.5615977532191	0.0172895015262644	0.23349064468298	0.583255813953488	0.144540232759571	1.95198178954972	5	98	1
SPAC186.05c	11	425	10	100	1249	300	0.11	33.2801053345588	0.340272217774219	102.948138635909	0.0135011065439056	0.0482725355990768	0.323270588235294	0.168628820733381	0.602923969632469	28	83	1
SPAC186.06	87	448	51	100	541	300	0.87	263.215378555147	0.828096118299446	250.537509492226	0.153290212985879	0.245751066147802	1.05060267857143	0.829300052253607	1.32951326785961	84	103	1
SPAC186.07c	0	0	0	100	798	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.08c	0	0	0	100	928	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.09	0	2	0	100	1518	300	0	0	0.00131752305665349	0.398611873692165	0.0514242900386907	4.05388820080272	0	0.780620722787326	61.5380228881854	0	100	1
SPAC18B11.02c	16	372	7	100	1187	300	0.16	48.4074259411765	0.313395113732098	94.8165672394569	0.0251683457161486	0.0723714130648833	0.510537634408602	0.298748263650684	0.859048673080165	27	89	1
SPAC18B11.03c	16	253	95	100	1723	300	0.16	48.4074259411765	0.146836912362159	44.424981003764	0.0368135391686748	0.106988521368464	1.0896442687747	0.634297279876266	1.84341222317863	14	102	1
SPAC18B11.04	15	566	47	100	1125	300	0.15	45.381961819853	0.503111111111111	152.214461570588	0.0152853880727914	0.0451633983636635	0.298144876325088	0.171960615818904	0.508088231591215	38	77	1
SPAC18B11.05	4	279	16	100	1589	300	0.04	12.1018564852941	0.175582127123977	53.1217425959261	0.00455804208316546	0.0397669794035886	0.227813620071685	0.0724272887014992	0.631897302723023	15	89	1
SPAC18B11.06	7	302	12	100	1062	300	0.07	21.1782488492647	0.284369114877589	86.0348554274677	0.0100625878842864	0.0505738375076528	0.246158940397351	0.106864683331121	0.537094154331272	23	84	1
SPAC18B11.07c	58	461	53	100	957	300	0.58	175.476919036765	0.48171368861024	145.74074816407	0.0948035832363038	0.166614225242817	1.20403470715835	0.907270291571427	1.59449813557376	51	107	1
SPAC18B11.08c	13	175	55	100	553	300	0.13	39.3310335772059	0.316455696202532	95.7425354849219	0.040434079594185	0.133668864574413	0.4108	0.223600460155843	0.739188821096504	27	86	1
SPAC18B11.09c	2	117	10	100	960	300	0.02	6.05092824264706	0.121875	36.8728439786305	0.00292492154773235	0.0700236140004911	0.164102564102564	0.0280792468582305	0.672226694404715	11	91	1
SPAC18B11.10	39	615	23	100	2332	300	0.39	117.993100731618	0.263722126929674	79.7881833024859	0.0452315074647776	0.0885524504212836	1.47882926829268	1.05479875407861	2.06504314382433	29	110	1
SPAC18B11.11	5	329	5	100	4344	300	0.05	15.1273206066177	0.0757366482504604	22.9138511951069	0.00555486311112915	0.0379980349502635	0.660182370820669	0.24130325354745	1.65063463823945	7	98	1
SPAC18G6.01c	2	127	1	100	1536	300	0.02	6.05092824264706	0.0826822916666667	25.0152306906308	0.00269718838893276	0.0644312912842304	0.241889763779528	0.0414288136540072	0.989664634125778	7	95	1
SPAC18G6.02c	3	214	16	100	3520	300	0.03	9.07639236397059	0.0607954545454545	18.3934466466828	0.00359006221707454	0.0451181604117968	0.493457943925234	0.126370190041024	1.58815924649525	5	98	1
SPAC18G6.03	85	1350	64	100	1281	300	0.85	257.1644503125	1.05386416861827	318.842823090302	0.0502460254140317	0.0788010617669844	0.806555555555555	0.643651585553746	1.00944160123507	94	91	1
SPAC18G6.04c	5	238	10	100	1603	300	0.05	15.1273206066177	0.148471615720524	44.919554639738	0.00765773416686933	0.0526859666780353	0.336764705882353	0.122753478694915	0.844556045848905	13	92	1
SPAC18G6.05c	37	1932	59	100	8030	300	0.37	111.942172488971	0.240597758405978	72.7919885728152	0.0136327993783912	0.0267840626841469	1.5378364389234	1.09471379008481	2.150760233537	26	111	1
