mcs6as_3MBPP1r1_pr_counts	mcs6as_3MBPP1r1gb_counts	mcs6as_3MBPP1r1term_counts	mcs6as_3MBPP1r1pr_map	mcs6as_3MBPP1r1gb_map	mcs6as_3MBPP1r1term_map	mcs6as_3MBPP1r1pr_density	mcs6as_3MBPP1r1pr_densityRPKM	mcs6as_3MBPP1r1gb_density	mcs6as_3MBPP1r1gb_densityRPKM	mcs6as_3MBPP1r1pause_index_CI_low	mcs6as_3MBPP1r1pause_index_CI_high	mcs6as_3MBPP1r1pause_index_scaled	mcs6as_3MBPP1r1pause_index_CI_low_scaled	mcs6as_3MBPP1r1pause_index_CI_high_scaled	mcs6as_3MBPP1r1_ExpPR	mcs6as_3MBPP1r1_ExpGB	mcs6as_3MBPP1r1Fexact_Pval
SPAC6G9.14	67	1958	1	100	3940	300	0.67	105.816913680721	0.496954314720812	78.4868236180212	0.0266086051122137	0.0439259652060291	1.34821246169561	1.04837904142122	1.73068302911755	55	112	1
SPAC652.01	3	222	32	100	1489	300	0.03	4.73807076182334	0.149093351242445	23.5471616101362	0.00346173993525468	0.0434767797268609	0.201216216216216	0.0515453076359422	0.647369250132959	13	90	1
SPAPB1E7.03	4	363	22	100	1843	300	0.04	6.31742768243112	0.196961475854585	31.1072469984061	0.0035094170537111	0.030504472191242	0.203085399449036	0.0646785562998956	0.562197422484591	17	87	1
SPAPB1E7.05	13	889	22	100	3706	300	0.13	20.5316399679011	0.239881273610362	37.8858149600733	0.00809775644564256	0.0258449327574049	0.541934758155231	0.300102853875513	0.957813207989425	21	92	1
SPAPB1E7.07	85	8397	49	100	7344	300	0.85	134.245338251661	1.14338235294118	180.580883201845	0.00812494811911241	0.0125955361441929	0.743408360128617	0.596696189867615	0.925016174429524	98	87	1
SPAPB1E7.09	46	1566	30	100	2279	300	0.46	72.6504183479579	0.687143483984204	108.524481688099	0.0216535887765683	0.0397211401528728	0.669438058748404	0.493485288217992	0.905244784083971	59	87	1
SPAPB1E7.10	14	266	38	100	483	300	0.14	22.1109968885089	0.550724637681159	86.9790767870952	0.0295145629112387	0.0921024442067955	0.254210526315789	0.142555338861283	0.444854805518823	40	74	1
SPAPB1E7.12	225	2224	250	100	611	300	2.25	355.355307136751	3.63993453355155	574.87557961239	0.0879878926757109	0.116292516334401	0.618142985611511	0.537606024248593	0.710547274803191	254	71	1
SPAPB1E7.14	8	146	29	100	1535	300	0.08	12.6348553648622	0.095114006514658	15.0218964435659	0.0249631805716494	0.115142869698319	0.841095890410959	0.383184821774818	1.7674430498692	9	99	1
SPAC2E1P5.03	120	1336	9	100	1967	300	1.2	189.522830472934	0.679206914082359	107.271014028063	0.0741727489805149	0.108690457434403	1.76676646706587	1.45897797244673	2.13794129773471	88	132	0.202331042663541
SPAC2E1P5.05	423	696	18	100	1681	300	4.23	668.067977417091	0.414039262343843	65.3915774386089	0.537585883276922	0.68705219351922	10.2164224137931	9.03681869788505	11.5493473730581	153	370	5.2731963607129e-103
SPAC26A3.01	76	2461	65	100	1957	300	0.76	120.031125966191	1.25753704649974	198.609983731004	0.0244067436057771	0.0390164122380865	0.604355952864689	0.477639972365058	0.763551187499352	98	78	1
SPAC26A3.02	24	764	630	100	2623	284	0.24	37.9045660945867	0.291269538696149	46.0018561702	0.0204480067092152	0.0478526552770096	0.823979057591623	0.536351215982716	1.25517514791596	27	97	1
SPAC26A3.04	310	658	381	100	435	300	3.1	489.600645388412	1.51264367816092	238.900426151706	0.410664067626572	0.540423357174675	2.04939209726444	1.78638869417559	2.35084160370984	246	164	6.99825241467205e-05
SPAC26A3.05	130	2769	168	100	5156	300	1.3	205.316399679011	0.537044220325834	84.8184506044016	0.0392138030953463	0.0561715602865989	2.42065727699531	2.02186368759606	2.89620564837704	80	150	2.58657990798442e-07
SPAC26A3.06	85	575	16	100	882	300	0.85	134.245338251661	0.651927437641723	102.962611037355	0.116912702812585	0.186695175906718	1.30382608695652	1.031170038807	1.64665145149725	73	112	1
SPAC26A3.08	31	1603	27	100	995	300	0.31	48.9600645388412	1.61105527638191	254.443130023545	0.0133187621841118	0.0279174278766401	0.192420461634435	0.132521683731912	0.277778407372569	80	51	1
SPAC26A3.10	103	1897	95	100	3742	300	1.03	162.673762822601	0.506948156066275	80.0652078672624	0.0442962410615131	0.0664919824450377	2.03176594623089	1.65756534052182	2.48812998309331	68	135	0.00412921259594577
SPAC26A3.11	39	280	39	100	1307	300	0.39	61.5949199037034	0.214231063504208	33.8347312754536	0.0981556672678225	0.196899340088924	1.82046428571429	1.28289457119044	2.57347437496223	24	115	1
SPAC26A3.16	69	723	97	100	1458	300	0.69	108.975627521937	0.495884773662551	78.3179049107974	0.0739470564097109	0.122964674099961	1.39145228215768	1.07814808245359	1.79282494837743	56	113	1
SPNCRNA.902	16	16	5	100	1035	300	0.16	25.2697107297245	0.0154589371980676	2.44151794490092	0.475862011174652	2.10144953057196	10.35	4.92517181565764	21.7500026414198	1	115	3.42873137227415e-05
SPAC8E11.12	18	17	33	100	239	300	0.18	28.4284245709401	0.0711297071129707	11.2339195189675	0.521508097535065	2.1521560583989	2.53058823529412	1.24640435310881	5.14365297957336	7	111	1
SPAC8E11.08c	13	70	7	100	1331	300	0.13	20.5316399679011	0.0525920360631104	8.30615961251275	0.0980116112235607	0.345195144621319	2.47185714285714	1.30453454538559	4.59454737490976	5	108	1
SPAC8E11.07c	3	316	140	100	770	300	0.03	4.73807076182334	0.41038961038961	64.8151671314362	0.00243786470793242	0.0304572499600879	0.0731012658227848	0.0187715582510797	0.234520824692677	29	74	1
SPAC8E11.05c	31	573	17	100	2169	300	0.31	48.9600645388412	0.26417704011065	41.7229836564434	0.0370215126328372	0.0786122873430445	1.1734554973822	0.802996609006238	1.70510051247063	27	104	1
SPAC8E11.04c	6	250	9	100	994	300	0.06	9.47614152364668	0.251509054325956	39.7222565545216	0.00965512174966633	0.0557215205811188	0.23856	0.0959719101916833	0.553871914576321	21	85	1
SPAC8E11.03c	11	41	2	100	941	300	0.11	17.3729261266856	0.0435706695005314	6.88136384111785	0.130148846618585	0.540516742258535	2.52463414634146	1.22470064668089	5.08626254465282	4	107	1
SPAC8E11.02c	432	5347	578	100	1255	300	4.32	682.282189702561	4.2605577689243	672.894139799984	0.0731557888359585	0.0892180255723787	1.0139517486441	0.918105149891279	1.11968622093335	430	102	1
SPAC8E11.01c	92	449	510	100	2116	300	0.92	145.300836695916	0.212192816635161	33.5128193455999	0.162656712116236	0.257857857564467	4.33567928730512	3.44181602837954	5.45627226606411	33	159	1.85466909139865e-16
SPAC959.02	39	967	73	100	1364	300	0.39	61.5949199037034	0.708944281524927	111.96760573517	0.0288749405726052	0.0561041203945308	0.550113753877973	0.393854189410335	0.765260202181401	57	82	1
SPAC959.10	14	233	20	100	1033	300	0.14	22.1109968885089	0.225556631171346	35.6234426429441	0.0336254188432497	0.10537237887235	0.62068669527897	0.34735057665077	1.08849667375137	20	94	1
SPSNORNA.20	2765	1843	7096	100	126	300	27.65	4366.92188548051	14.6269841269841	2310.12286085725	1.41378034900444	1.59206205785814	1.89034183396636	1.78136323974559	2.00599819290125	2681	184	0.0145406859776351
SPNCRNA.906	2765	2209	7262	100	197	300	27.65	4366.92188548051	11.2131979695431	1770.96418153431	1.18313857597775	1.32423279186498	2.46584427342689	2.33078299467616	2.60873859997401	2630	235	7.99384878692903e-10
SPAC959.07	543	600	90	100	699	300	5.43	857.590807890025	0.858369098712446	135.567117648737	0.804443288434165	1.01811598496389	6.32595	5.62305858615482	7.11663073489757	296	347	2.48388104699187e-59
SPAC959.08	175	355	261	100	400	300	1.75	276.387461106362	0.8875	140.167926703941	0.409623733686113	0.593086667617703	1.97183098591549	1.63849493474445	2.37234667047081	129	146	0.00975938235943345
SPAP32A8.02	37	365	26	100	3405	300	0.37	58.4362060624879	0.1071953010279	16.9299640535048	0.0711786196571176	0.143757665568499	3.45164383561644	2.42363199932486	4.89494851260737	13	124	9.56427262583872e-05
SPAC3H5.12c	97	658	338	52	627	300	1.86538461538462	294.610810190298	1.04944178628389	165.744314794246	0.118403612271727	0.18336264595419	1.77750175356558	1.42767432489179	2.21093036563995	76	73	1
SPAC3H5.13	1	96	23	100	351	300	0.01	1.57935692060778	0.273504273504274	43.1960867174778	0.000538670895318782	0.0686779297793512	0.0365625	0.00189073484256893	0.241059533525523	21	80	1
SPAC3H5.09c	31	3104	22	100	8315	300	0.31	48.9600645388412	0.373301262778112	58.9575932840235	0.0068902320854875	0.014391859160948	0.830428479381443	0.572922797908286	1.19668308923283	35	96	1
SPAC3H5.08c	15	439	31	100	3282	300	0.15	23.6903538091167	0.133759902498477	21.1254627710791	0.0196665922207678	0.0583537625340348	1.12141230068337	0.645457556685599	1.91517048636702	13	102	1
SPAC3H5.06c	7	601	233	100	5087	222	0.07	11.0554984442545	0.118144289365048	18.6592001038977	0.00507982563013525	0.0252875328705562	0.592495840266223	0.25841072980498	1.28637679712519	11	96	1
SPAC3H5.05c	79	743	125	96	332	300	0.822916666666667	129.967913258349	2.23795180722892	353.452467473368	0.0837140532208759	0.134863682881998	0.367709735307313	0.289511100722196	0.466403569966911	120	55	1
SPAC3A11.14c	8	209	17	100	3037	300	0.08	12.6348553648622	0.068817912413566	10.8688046232146	0.0175449962508172	0.0799127024789474	1.16248803827751	0.532841536137319	2.42694877428563	6	102	1
SPAC3A11.12c	171	1825	157	100	1887	300	1.71	270.070033423931	0.967143614202438	152.746496031224	0.0798449798422672	0.10990952740366	1.76809315068493	1.50667476962358	2.07399278210707	133	138	0.0376098827510959
SPAC3A11.11c	16	149	9	100	1568	300	0.16	25.2697107297245	0.0950255102040816	15.0079197175102	0.0618109806701929	0.183793393717491	1.68375838926174	0.969196176908624	2.88188041349026	10	106	1
SPAC3A11.10c	37	519	25	100	1327	300	0.37	58.4362060624879	0.391107761868877	61.7698750411031	0.0503066597331616	0.100593782957341	0.946030828516378	0.667569374659054	1.33487949984392	38	99	1
SPAC3A11.08	144	689	137	100	2619	300	1.44	227.42739656752	0.263077510500191	41.5493286864743	0.17390839870073	0.251042712586445	5.47367198838897	4.55466096197212	6.574808642639	50	194	1.74572109311123e-31
SPNCRNA.910	32	215	434	100	743	300	0.32	50.539421459449	0.289367429340511	45.701445212742	0.100791934831144	0.218667533861913	1.10586046511628	0.748884075795398	1.62469977659401	29	103	1
SPAC3A11.07	113	2494	485	100	2299	300	1.13	178.467332028679	1.08481948673336	171.331716398252	0.0373464021677473	0.0549240330029662	1.04164795509222	0.858593785836509	1.26270351873819	110	103	1
SPAC3A11.05c	0	223	24	100	2945	300	0	0	0.0757215619694397	11.9591372935666	0.000407986431124027	0.0215639825523655	0	0.0120152003966026	0.635059286167165	7	93	1
SPAC3A11.03	3	96	10	100	3509	300	0.03	4.73807076182334	0.0273582217155885	4.32083968020367	0.0079209966407539	0.101803651322504	1.0965625	0.277947772124054	3.57229012490666	2	101	1
SPAC328.02	5	805	243	100	3781	300	0.05	7.8967846030389	0.212906638455435	33.625557288793	0.00227994772291909	0.0154569157209119	0.234844720496894	0.0862048234035708	0.584425983407679	18	87	1
SPAC328.03	9	1341	149	100	1957	300	0.09	14.21421228547	0.685232498722534	108.22266890828	0.00326760115920951	0.0132770189894746	0.131342281879195	0.0639469546857301	0.259831261624019	44	65	1
SPAC328.04	23	757	143	100	2897	300	0.23	36.325209173979	0.261304798066966	41.2693541215081	0.019589051559937	0.0467009653099006	0.880198150594452	0.567494823691376	1.35292696502782	25	98	1
SPAC328.05	15	457	94	100	2090	300	0.15	23.6903538091167	0.21866028708134	34.5342637663998	0.0188988352452754	0.056034317164928	0.685995623632385	0.394985656626256	1.171117228747	20	95	1
SPAC328.06	80	1135	7	100	3718	300	0.8	126.348553648622	0.305271651425498	48.2132895344226	0.0558007542698123	0.0889125166488838	2.62061674008811	2.07467204375162	3.3057673690055	42	138	6.36593183535597e-06
SPAC328.09	16	980	6	100	1645	70	0.16	25.2697107297245	0.595744680851064	94.0893484617401	0.00962054908601757	0.0272745576248744	0.268571428571429	0.158258032464989	0.448666472929184	43	73	1
SPNCRNA.222	0	2	11	100	408	300	0	0	0.00490196078431373	0.774194568925383	0.0514242900386907	4.05388820080272	0	0.209811103357858	16.5398638592751	0	100	1
SPAC16E8.01	97	1824	122	100	4675	300	0.97	153.197621298955	0.390160427807487	61.6202571805046	0.0431147596643389	0.0655278139938699	2.48615679824561	2.01561501430784	3.06342530421342	55	142	3.44538360735704e-06
SPAC16E8.02	27	182	25	100	2530	300	0.27	42.6426368564101	0.0719367588932806	11.3613818004196	0.096880066006715	0.225678575189149	3.7532967032967	2.45106566996989	5.70966795228548	8	119	0.00143632306596201
SPAC16E8.03	16	20	14	100	391	300	0.16	25.2697107297245	0.051150895140665	8.07855202356921	0.395388246040124	1.61178196691357	3.128	1.54596804201688	6.30206749063206	5	111	1
SPNCRNA.914	13	73	14	100	771	300	0.13	20.5316399679011	0.0946822308690013	14.9537036581541	0.0941779999137375	0.330287440682372	1.37301369863014	0.726112379334916	2.54651616766109	9	104	1
SPNCRNA.562	6	15	8	100	535	300	0.06	9.47614152364668	0.0280373831775701	4.42810351572275	0.138886946259937	1.09706997565187	2.14	0.743045162490664	5.86932436973748	2	104	1
SPAC16E8.08	30	680	89	100	1228	300	0.3	47.3807076182334	0.553745928338762	87.4562464180204	0.030047388438853	0.0643885242957309	0.541764705882353	0.368981930029115	0.790691078351575	46	84	1
SPAC16E8.09	13	941	28	100	2988	300	0.13	20.5316399679011	0.314926372155288	49.7381145345355	0.00765208389837787	0.0244107289595247	0.412794899043571	0.228644266883531	0.729392581310599	27	86	1
SPAC16E8.13	84	1166	35	100	2423	300	0.84	132.665981331054	0.481221626083368	76.0020705500897	0.0573549647027774	0.0903747708535481	1.74555746140652	1.3897107947483	2.18978069778147	59	125	1
SPAC16E8.15	293	1917	55	100	1094	300	2.93	462.75157773808	1.75228519195612	276.748374479444	0.134893980906487	0.173149070912427	1.67210224308816	1.47574015111697	1.89425083578195	250	143	0.0596233218412914
SPAC16E8.16	8	8655	55	100	2211	300	0.08	12.6348553648622	3.91451831750339	618.242159559491	0.000429640601769545	0.00190123932672471	0.0204367417677643	0.00949935370512465	0.0420364015138834	86	22	1
SPAC1B1.01	61	533	10	100	1918	300	0.61	96.3407721570746	0.277893639207508	43.8893242275259	0.086993207487724	0.150266848961065	2.19508442776735	1.66852971961455	2.88211816307322	35	126	0.0356976255291307
SPNCRNA.915	5	19	115	100	250	300	0.05	7.8967846030389	0.076	12.0031125966191	0.0862005679327238	0.745398693468459	0.657894736842105	0.21550141983181	1.86349673367115	7	98	1
SPAC17A2.01	14	443	13	100	2185	300	0.14	22.1109968885089	0.202745995423341	32.0208290997367	0.0178260523499322	0.0549681270094728	0.690519187358917	0.389499243846019	1.20105357515698	19	95	1
SPNCRNA.916	5	35	39	100	132	300	0.05	7.8967846030389	0.265151515151515	41.8768880464184	0.0492607912738172	0.381281846450909	0.188571428571429	0.0650242444814387	0.503292037315199	22	83	1
SPNCRNA.124	1	1	0	100	150	300	0.01	1.57935692060778	0.00666666666666667	1.05290461373852	0.027408528703162	36.4849938072245	1.5	0.041112793054743	54.7274907108367	0	101	1
SPAC17A2.05	10	1160	78	100	2211	300	0.1	15.7935692060778	0.524649479873361	82.8608786931265	0.00436808038957196	0.016477553717194	0.190603448275862	0.0965782574134361	0.364318712687158	37	73	1
SPNCRNA.917	24	75	9	100	239	300	0.24	37.9045660945867	0.313807531380753	49.5614096425036	0.196701136006176	0.517090781522877	0.7648	0.47011571505476	1.23584696783968	29	95	1
SPAC17A2.11	1	219	75	100	1595	300	0.01	1.57935692060778	0.13730407523511	21.6852141450222	0.000237375395022207	0.0298530495755397	0.0728310502283105	0.0037861375506042	0.476156140729859	12	89	1
SPAC17A2.12	33	1650	76	100	4093	300	0.33	52.1187783800568	0.403127290495969	63.6681876130671	0.0139393145888726	0.0285449168811454	0.8186	0.570536146122557	1.16834344794528	38	95	1
SPNCRNA.920	8	78	164	100	1055	300	0.08	12.6348553648622	0.0739336492890995	11.6767620670528	0.0459229986225795	0.219574638240483	1.08205128205128	0.484487635468214	2.31651243343709	7	101	1
SPAC17A2.14	7	1038	15	100	2425	300	0.07	11.0554984442545	0.428041237113402	67.6029890140568	0.00294702013268064	0.0146105246533155	0.163535645472062	0.0714652382175055	0.354305222842901	32	75	1
SPAC17G6.03	10	6418	11	100	4231	300	0.1	15.7935692060778	1.5168990782321	239.572505706942	0.000791375064406985	0.00297075972618003	0.0659239638516672	0.0334830789750595	0.125692844014677	66	44	1
SPNCRNA.226	1150	0	1	100	284	300	11.5	1816.26045869895	0	0	239.931637374235	12650.1707079447	NA	681.405850142827	35926.4848105628	0	1250	3.39626616685565e-220
SPAC17G6.06	143	1347	154	100	483	300	1.43	225.848039646913	2.7888198757764	440.454197113598	0.0890015311208936	0.126561334275767	0.512761692650334	0.429877395313916	0.611291244551953	178	65	1
SPAC17G6.08	21	330	364	100	1969	300	0.21	33.1664953327634	0.167597765363128	26.4696690604656	0.0398485211014579	0.100596096218122	1.253	0.784617380487706	1.98073713453482	17	104	1
SPAC17G6.09	149	527	89	100	1297	300	1.49	235.324181170559	0.406322282189668	64.1727908373401	0.23471413652196	0.340422489355913	3.66703984819734	3.04424235068983	4.41527968694619	71	178	2.3072380253725e-17
SPAC17G6.10	21	489	21	100	1639	300	0.21	33.1664953327634	0.298352654057352	47.1205328967178	0.027016782945407	0.067564243282192	0.703865030674847	0.442805072475221	1.10737794739513	27	94	1
SPNCRNA.921	3	108	1	100	1516	300	0.03	4.73807076182334	0.0712401055408971	11.2513553710845	0.00705542026377023	0.0902715162179864	0.421111111111111	0.106960171198757	1.36851618586467	6	97	1
SPNCRNA.227	5	88	16	100	776	300	0.05	7.8967846030389	0.11340206185567	17.9102331202944	0.0203674679576783	0.145157376322844	0.440909090909091	0.158051551351584	1.12642124026527	10	95	1
SPAC17G6.12	6	380	26	100	2639	300	0.06	9.47614152364668	0.143993937097385	22.7417821080317	0.00637461478619469	0.0365180705560645	0.416684210526316	0.168226084207678	0.963711881974541	13	93	1
SPAC17G6.13	17	425	32	100	1338	300	0.17	26.8490676503323	0.317638266068759	50.1664193765551	0.0238289190134583	0.0662003201451869	0.5352	0.318830936400072	0.885760283542601	28	89	1
SPAC17G6.17	3	140	384	100	1456	300	0.03	4.73807076182334	0.0961538461538462	15.1861242366133	0.00546338180326896	0.0693275337518815	0.312	0.0795468390555961	1.00940889142739	9	94	1
SPAC1142.01	277	526	16	100	1904	300	2.77	437.481867008355	0.276260504201681	43.6313939201519	0.45408175693943	0.610659502078148	10.0267680608365	8.64571665212675	11.6269569195679	81	296	7.74841155777955e-82
SPAC1142.04	7	1180	88	100	2169	300	0.07	11.0554984442545	0.544029506685108	85.9216766397963	0.0025932270248962	0.0128478101039521	0.128669491525424	0.0562470941699986	0.27866900115472	37	70	1
SPRRNA.16	1	0	2	34	14	298	0.0294117647058824	4.6451674135523	0	0	0.0577765545925511	8.27870929775896	NA	0.0237903460086975	3.40888029907722	0	35	1
SPAC1142.05	23	265	47	100	969	300	0.23	36.325209173979	0.273477812177503	43.1919075295213	0.0552882415596587	0.135062150234724	0.841018867924528	0.535743060713093	1.30875223577448	26	97	1
SPAC1142.06	22	763	48	100	1508	300	0.22	34.7458522533712	0.505968169761273	79.9104330519719	0.0184028008572541	0.0447416797822614	0.43480996068152	0.277514236927392	0.674704531116502	40	82	1
SPNCRNA.924	1	10	159	100	19	300	0.01	1.57935692060778	0.526315789473684	83.1240484530411	0.00478667548335045	0.750794709134687	0.019	0.000909468341836586	0.142650994735591	34	67	1
SPAC1142.08	74	631	69	100	2324	300	0.74	116.872412124976	0.271514629948365	42.8818509855211	0.0914665424699896	0.150142463404288	2.72545166402536	2.12568244700256	3.48931084951566	37	137	7.11812202411644e-06
SPAC1142.09	31	0	44	100	3	300	0.31	48.9600645388412	0	0	6.28487829319319	338.619782951661	NA	0.188546348795796	10.1585934885498	0	131	1
SPAC8C9.03	34	248	17	100	2408	300	0.34	53.6981353006645	0.102990033222591	16.2658021723725	0.0941652975603014	0.19866747415146	3.30129032258064	2.26750036525206	4.78391277756715	12	122	0.00099436391682772
SPAC8C9.04	30	700	123	100	2365	300	0.3	47.3807076182334	0.295983086680761	46.7462936332113	0.0291957829758717	0.0625338233963611	1.01357142857143	0.690480267379367	1.47892492332394	29	101	1
SPAC8C9.05	22	1058	52	100	1037	300	0.22	34.7458522533712	1.02025072324012	161.134004050437	0.0132952999475359	0.0322075609346071	0.215633270321361	0.137872260455947	0.333992406891876	61	61	1
SPAC8C9.07	43	288	176	100	519	300	0.43	67.9123475861346	0.554913294797688	87.6406152475994	0.106901831228276	0.207850005409869	0.774895833333333	0.554820504074753	1.07874152807722	51	92	1
SPAC8C9.08	263	341	359	100	558	300	2.63	415.370870119846	0.611111111111111	96.5162562593644	0.65455133566761	0.908715864020636	4.30363636363636	3.65239645302526	5.07063452123515	137	226	1.68929928556697e-25
SPAC8C9.11	4	183	59	100	1234	300	0.04	6.31742768243112	0.148298217179903	23.4215815616875	0.00692175788221612	0.0608996358287758	0.269726775956284	0.0854144922665469	0.751501506127094	13	91	1
SPNCRNA.228	31	83	27	100	473	300	0.31	48.9600645388412	0.175475687103594	27.7138740825467	0.241985017376855	0.573994800266341	1.7666265060241	1.14458913219253	2.71499540525979	19	112	1
SPAC8C9.19	10	8	35	100	62	300	0.1	15.7935692060778	0.129032258064516	20.3787989755843	0.456599122198287	3.46333896523526	0.775	0.283091455762938	2.14727015844586	12	98	1
SPAC8C9.14	74	3085	261	100	2956	300	0.74	116.872412124976	1.0436400541272	164.828014210927	0.0189113564369322	0.0303776802895124	0.709056726094003	0.559019696275717	0.897964229357987	88	86	1
SPAC15A10.01	7	441	136	100	4203	300	0.07	11.0554984442545	0.104925053533191	16.5714109442786	0.00691111086106046	0.0345248621498292	0.667142857142857	0.290473989490371	1.45107995615732	10	97	1
SPAC15A10.02	17	372	54	100	1848	300	0.17	26.8490676503323	0.201298701298701	31.7922497005462	0.0271848918798931	0.0757440362913095	0.844516129032258	0.502376801940425	1.3997497906634	19	98	1
SPNCRNA.926	2	49	7	100	1390	300	0.02	3.15871384121556	0.0352517985611511	5.56751720214254	0.00686844659684507	0.170826937731834	0.56734693877551	0.0954714076961464	2.3744944344725	3	99	1
SPAC15A10.17	50	54	231	100	147	300	0.5	78.967846030389	0.36734693877551	58.0171930019185	0.619577331596409	1.38334096107842	1.36111111111111	0.910778677446721	2.03351121278528	40	110	1
SPAC15A10.06	39	475	56	100	2279	300	0.39	61.5949199037034	0.208424747696358	32.9177067700174	0.0583867592258952	0.115003170289033	1.87117894736842	1.33063424275815	2.62092225088707	23	116	1
SPAC15A10.07	18	439	87	100	1019	300	0.18	28.4284245709401	0.43081452404318	68.0409900045943	0.0248036686483039	0.0669044864775426	0.417813211845103	0.252749383526217	0.681756717206159	35	83	1
SPAC15A10.08	8	358	3	100	2024	300	0.08	12.6348553648622	0.176877470355731	27.9352656905922	0.0103036620098946	0.0463591571568486	0.452290502793296	0.208546119080267	0.938309340854616	16	92	1
SPAC15A10.10	5	57	2	100	3074	300	0.05	7.8967846030389	0.0185426154847105	2.92854080919465	0.0310027646069383	0.227678871249599	2.69649122807018	0.953024984017282	6.99884850221266	1	104	1
SPAC15A10.11	84	2235	73	100	6436	300	0.84	132.665981331054	0.347265382224984	54.8455984704535	0.0300347736942272	0.0469704815767038	2.41889932885906	1.93303803496046	3.02302019427666	47	137	4.72221448478292e-05
SPAC15A10.13	0	500	63	100	3176	300	0	0	0.157430730478589	24.8639313697698	0.000181861421343795	0.00959588852440171	0	0.00577591874187893	0.304765419534998	13	87	1
SPNCRNA.229	4	2	49	100	47	300	0.04	6.31742768243112	0.0425531914893617	6.72066774726715	0.317658834507675	15.6695269662331	0.94	0.149299652218607	7.36467767412957	4	100	1
SPAC15A10.15	53	524	74	100	2252	300	0.53	83.7059167922124	0.232682060390764	36.748802237943	0.0754409493393809	0.135273749789001	2.27778625954198	1.69893017912286	3.04636484524831	28	125	0.0392458431472809
SPAC15A10.16	14	738	16	100	4121	300	0.14	22.1109968885089	0.179082746906091	28.2835575687586	0.0107384558898862	0.032874776172433	0.781761517615176	0.442531767222211	1.35476952606596	17	97	1
SPAC15E1.03	925	1067	1814	100	407	300	9.25	1460.9051515622	2.62162162162162	414.04762513231	0.793066230473087	0.94763782932911	3.52835051546392	3.22777955802546	3.85688596536948	741	284	6.01009301330448e-26
SPAC15E1.04	75	1107	222	100	1981	300	0.75	118.451769045584	0.558808682483594	88.255835997618	0.0532309476986637	0.0861027279583353	1.34214092140921	1.05450507391053	1.70569504085462	62	113	1
SPAC15E1.06	11	220	29	100	854	300	0.11	17.3729261266856	0.257611241217799	40.6860096643691	0.0258839793194227	0.0940005598372346	0.427	0.22104918338787	0.802764781009983	22	89	1
SPAC15E1.08	12	861	96	100	1063	300	0.12	18.9522830472934	0.80997177798683	127.923453306049	0.00751972010472903	0.0252123316822365	0.14815331010453	0.0799346247132696	0.268007085782175	50	62	1
SPAC15E1.09	23	279	31	100	992	300	0.23	36.325209173979	0.28125	44.4194133920938	0.0525621791954028	0.128164001123441	0.817777777777778	0.521416817618396	1.27138689114454	27	96	1
SPAC15E1.10	2	101	35	100	721	300	0.02	3.15871384121556	0.140083217753121	22.1241399419398	0.00338177880340572	0.0813157473630838	0.142772277227723	0.0243826251725552	0.586286538487834	12	90	1
SPAP7G5.03	2	498	1	100	6657	300	0.02	3.15871384121556	0.074808472284813	11.8149278423115	0.0006936172495286	0.0162573150589871	0.267349397590361	0.0461741003011189	1.08224946347677	7	95	1
SPAP7G5.05	12	87	199	28	320	300	0.428571428571429	67.6867251689049	0.271875	42.938766279024	0.0717354248113673	0.259314174413681	1.57635467980296	0.819833426415627	2.96359056472779	8	32	1
SPNCRNA.935	18	206	33	100	2844	300	0.18	28.4284245709401	0.0724331926863572	11.4397864150915	0.0522689196848929	0.144236665605442	2.48504854368932	1.48652807583835	4.10209076981876	7	111	1
SPAP7G5.06	11	547	116	100	2802	300	0.11	17.3729261266856	0.195217701641685	30.8318428112939	0.0105091605072963	0.0374341312471474	0.563473491773309	0.294466677414442	1.04890435754507	18	93	1
SPNCRNA.230	0	0	0	0	16	18	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.231	0	0	0	23	51	0	0	0	0	0	NA	NA	NA	NA	NA	0	23	1
SPNCRNA.232	0	0	0	0	67	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.234	0	0	0	0	38	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAP4C9.02	99	225	28	100	630	300	0.99	156.35633514017	0.357142857142857	56.4056043074207	0.344923973931516	0.560899033001355	2.772	2.17302103576855	3.53366390790854	52	147	2.00649243606498e-06
SPNCRNA.936	8	49	7	100	1734	300	0.08	12.6348553648622	0.0282583621683968	4.46300398556985	0.0715518456824409	0.35774387019941	2.83102040816327	1.24070900413353	6.20327870925777	2	106	1
SPAC1556.03	18	732	30	100	2466	300	0.18	28.4284245709401	0.29683698296837	46.8811543343429	0.0149354751585463	0.0399584192961172	0.606393442622951	0.368308817409753	0.98537461984225	27	91	1
SPAC1556.06	10	261	49	100	2147	300	0.1	15.7935692060778	0.12156497438286	19.1994483595077	0.0192222800509883	0.0740002509175291	0.822605363984674	0.412702352694719	1.58878538719935	11	99	1
SPAC1556.07	131	870	84	100	965	300	1.31	206.895756599619	0.901554404145078	142.387618749095	0.124753175138044	0.181630486731583	1.45304597701149	1.20386814008213	1.75273419695978	109	122	1
