dis2ts_3MBPP1_30C_combined_pr_counts	dis2ts_3MBPP1_30C_combinedgb_counts	dis2ts_3MBPP1_30C_combinedterm_counts	dis2ts_3MBPP1_30C_combinedpr_map	dis2ts_3MBPP1_30C_combinedgb_map	dis2ts_3MBPP1_30C_combinedterm_map	dis2ts_3MBPP1_30C_combinedpr_density	dis2ts_3MBPP1_30C_combinedpr_densityRPKM	dis2ts_3MBPP1_30C_combinedgb_density	dis2ts_3MBPP1_30C_combinedgb_densityRPKM	dis2ts_3MBPP1_30C_combinedpause_index_CI_low	dis2ts_3MBPP1_30C_combinedpause_index_CI_high	dis2ts_3MBPP1_30C_combinedpause_index_scaled	dis2ts_3MBPP1_30C_combinedpause_index_CI_low_scaled	dis2ts_3MBPP1_30C_combinedpause_index_CI_high_scaled	dis2ts_3MBPP1_30C_combined_ExpPR	dis2ts_3MBPP1_30C_combined_ExpGB	dis2ts_3MBPP1_30C_combinedFexact_Pval
SPNCRNA.989	1	63	14	100	1824	300	0.01	2.19596675569848	0.0345394736842105	7.58475359698488	0.000816834141197491	0.105477585460253	0.289523809523809	0.0148990547354422	1.92391115879501	3	98	1
SPNCRNA.990	5	410	40	100	2846	300	0.05	10.9798337784924	0.144061841180604	31.6355013997321	0.0044637813794216	0.0304433765009202	0.347073170731707	0.127039218058339	0.866418495216189	13	92	1
SPAC9E9.11	11	382	138	100	1005	300	0.11	24.1556343126833	0.380099502487562	83.4685871320218	0.0150069888623265	0.053758341541334	0.289397905759162	0.150820238066381	0.540271332490407	30	81	1
SPAC9E9.14	11	178	118	100	1251	300	0.11	24.1556343126833	0.142286171063149	31.2455701450303	0.0318736567124142	0.116631559576659	0.773089887640449	0.398739445472301	1.459060810304	13	98	1
SPAC9E9.15	13	189	55	100	658	300	0.13	28.5475678240802	0.287234042553192	63.0756408551691	0.0374976911924191	0.123564999517825	0.452592592592593	0.246734808046117	0.813057696827289	25	88	1
SPNCRNA.311	29	15	4	100	245	300	0.29	63.6830359152559	0.0612244897959184	13.4446944226437	0.999957715632511	3.77701478824511	4.73666666666667	2.44989640329965	9.25368623120053	7	122	0.0154541487854032
SPAC17C9.16c	4	1087	99	100	2196	300	0.04	8.78386702279392	0.494990892531876	108.698354437352	0.00117651345937593	0.0101424401996302	0.0808095676172953	0.0258362355678955	0.222727986783879	34	70	1
SPAC17C9.15c	27	197	20	100	1255	300	0.27	59.2911024038589	0.156972111553785	34.4705538543905	0.0896947775336303	0.208038866518161	1.72005076142132	1.12566945804706	2.61088777480293	17	110	1
SPAC17C9.13c	56	583	223	100	1320	300	0.56	122.974138319115	0.441666666666667	96.9885317100161	0.0722866851046688	0.127348568535723	1.26792452830189	0.954184243381628	1.68100110467155	47	109	1
SPAC17C9.11c	5	161	79	100	1595	300	0.05	10.9798337784924	0.100940438871473	22.166184806737	0.0112667800523379	0.0782913558027718	0.495341614906832	0.17970514183479	1.24874712505421	9	96	1
SPAC17C9.09c	24	127	70	100	499	300	0.24	52.7032021367635	0.254509018036072	55.8893342632679	0.119118476886724	0.297526445307098	0.942992125984252	0.594401199664751	1.48465696208242	25	99	1
SPAC17C9.05c	9	163	15	100	1326	300	0.09	19.7637008012863	0.122926093514329	26.9941614765348	0.0264291977856019	0.111213355153423	0.732147239263804	0.350451162637082	1.47468908933439	11	98	1
SPAC17C9.02c	44	290	125	100	1216	300	0.44	96.6225372507331	0.238486842105263	52.370917693467	0.10902781745009	0.210477660729559	1.84496551724138	1.32577826019309	2.55940835447143	27	117	1
SPAC17C9.01c	30	511	89	100	2286	300	0.3	65.8790026709544	0.223534558180227	49.0874458513527	0.0398760787007397	0.0859212222279196	1.34207436399217	0.911567159098909	1.96415914013024	23	107	1
SPAC1851.02	48	177	68	100	919	300	0.48	105.406404273527	0.192600652883569	42.294463085814	0.194549589656088	0.377071211573301	2.49220338983051	1.78791072893945	3.46528443435863	23	125	0.0307870336238857
SPAC1851.03	15	889	63	100	3253	300	0.15	32.9395013354772	0.273286197356287	60.0127404185659	0.00975720559678052	0.0286766703899448	0.548875140607424	0.31740189806327	0.932852087784905	24	91	1
SPNCRNA.992	24	155	10	100	4080	300	0.24	52.7032021367635	0.0379901960784314	8.3425207630702	0.0982637356721157	0.242084314345711	6.31741935483871	4.00916041542232	9.87704002530499	4	120	5.68436212916669e-07
SPNCRNA.993	0	12	12	100	611	300	0	0	0.0196399345335516	4.31286433197737	0.00771806013949717	0.431135285113533	0	0.0471573474523277	2.63423659204369	1	99	1
SPNCRNA.130	3	346	112	100	800	300	0.03	6.58790026709544	0.4325	94.9755621839592	0.00222759273433341	0.0278002772070041	0.069364161849711	0.0178207418746672	0.222402217656033	31	72	1
SPAC27D7.04	10	102	70	100	1206	300	0.1	21.9596675569848	0.0845771144278607	18.5728531576488	0.0482376014868555	0.193294763657277	1.18235294117647	0.581745473931477	2.33113484970676	8	102	1
SPAC27D7.06	48	140	35	100	912	300	0.48	105.406404273527	0.153508771929825	33.7100159865995	0.243662427221576	0.481320576859539	3.12685714285714	2.22220133626077	4.389643660959	19	129	0.000216090811061424
SPNCRNA.248	1	10	11	100	253	300	0.01	2.19596675569848	0.0395256916996047	8.67971049683193	0.00478667548335045	0.750794709134687	0.253	0.0121102889728766	1.89951061411076	3	98	1
SPNCRNA.996	4	46	46	100	1208	262	0.04	8.78386702279392	0.0380794701986755	8.36212506309023	0.0266310116248603	0.25172176112893	1.0504347826087	0.321702620428313	3.04079887443748	3	101	1
SPAC637.03	9	106	21	100	1221	300	0.09	19.7637008012863	0.0868140868140868	19.0640848570056	0.0402286304580604	0.172883912903831	1.03669811320755	0.491191577892918	2.11091257655578	8	101	1
SPAC637.04	7	677	183	100	3412	300	0.07	15.3717672898894	0.19841735052755	43.5717905512271	0.0045119361567591	0.0224361172465251	0.352791728212703	0.153947261668621	0.765520320451437	17	90	1
SPAC637.06	18	271	48	100	1253	300	0.18	39.5274016025726	0.216280925778132	47.4945722900469	0.0399327077480916	0.109072462435628	0.832250922509225	0.500356828083588	1.36667795431842	20	98	1
SPAC637.07	196	919	440	100	1702	300	1.96	430.409484116902	0.539952996474736	118.57188298983	0.182231511206096	0.249528948209045	3.62994559303591	3.10158032072775	4.24698269851795	103	193	4.8110786868721e-21
SPAC637.08	201	201	75	100	1050	300	2.01	441.389317895394	0.191428571428571	42.0370778947994	0.81858836343988	1.22161521548851	10.5	8.59517781611874	12.8269597626294	48	253	4.95294550001732e-61
SPAC637.09	40	238	85	100	1781	300	0.4	87.8386702279391	0.133632790567097	29.3453165556563	0.118459233853524	0.237596031636653	2.99327731092437	2.10975895493126	4.2315853234488	16	124	0.00156968061073822
SPNCRNA.999	44	106	18	100	726	300	0.44	96.6225372507331	0.146005509641873	32.0623245322367	0.287579448031634	0.597709208471143	3.01358490566038	2.08782679270966	4.3393688535005	18	126	0.00229027650376538
SPAC637.11	9	338	78	100	2399	300	0.09	19.7637008012863	0.140892038349312	30.9394232357685	0.0128731662301969	0.0530687465279278	0.638786982248521	0.308827257862423	1.27311922920499	13	96	1
SPNCRNA.249	0	2	107	100	425	300	0	0	0.00470588235294118	1.0333961203287	0.0514242900386907	4.05388820080272	0	0.218553232664436	17.2290248534116	0	100	1
SPAC31F12.01	45	1412	46	100	4530	300	0.45	98.8185040064315	0.311699779249448	68.4482352990343	0.0234019858444169	0.043259125701963	1.44369688385269	1.06010995875209	1.95963839429892	34	111	1
SPAC12B10.03	8	293	152	100	2213	300	0.08	17.5677340455878	0.132399457749661	29.0744807690761	0.0125661821763861	0.0567552937432513	0.604232081911263	0.278089611563423	1.25599465053815	12	96	1
SPAC12B10.04	78	154	95	100	1314	300	0.78	171.285406944481	0.117199391171994	25.73659668018	0.382167010868975	0.670672471952288	6.65532467532467	5.02167452281833	8.81263628145306	18	160	1.16302787055487e-21
SPAC12B10.05	38	325	78	100	1942	300	0.38	83.4467367165422	0.16735324407827	36.7502160454174	0.0822963934528542	0.165452408875154	2.27064615384615	1.59819596085443	3.2130857803555	19	119	0.492215193921894
SPAC12B10.07	34	530	54	100	1782	300	0.34	74.6628696937483	0.297418630751964	65.3121425656674	0.0446150849406426	0.0917885529344207	1.14316981132075	0.795040813642252	1.63567201329138	30	104	1
SPAC12B10.09	4	58	40	100	1167	300	0.04	8.78386702279392	0.0497000856898029	10.9139735930173	0.0213144671287785	0.197555404582638	0.804827586206897	0.248739831392845	2.30547157147938	4	100	1
SPAC12B10.10	9	63	14	100	1169	300	0.09	19.7637008012863	0.0538922155688623	11.8345513780158	0.0663804828291649	0.297019676616359	1.67	0.775987844272937	3.47216001964524	5	104	1
SPAC12B10.11	10	236	23	100	1512	300	0.1	21.9596675569848	0.156084656084656	34.2756715836535	0.0212300181462922	0.0819550931938359	0.640677966101695	0.320997874371938	1.2391610090908	14	96	1
SPAC12B10.13	14	156	39	100	952	300	0.14	30.7435345797787	0.163865546218487	35.9843291900171	0.0498164304862425	0.158719933138561	0.854358974358974	0.474252418229029	1.5110137634791	16	98	1
SPNCRNA.1003	14	41	7	100	484	300	0.14	30.7435345797787	0.0847107438016529	18.6021977238921	0.177667544104464	0.646628307980528	1.65268292682927	0.859910913465605	3.12968101062575	8	106	1
SPNCRNA.1004	2	233	116	100	1452	300	0.02	4.39193351139696	0.160468319559229	35.2383095094866	0.00147766027903359	0.0348917545779326	0.124635193133047	0.0214556272515677	0.506628276471582	14	88	1
SPAC1093.01	37	1898	92	100	5223	300	0.37	81.2507699608437	0.363392686195673	79.7998258149667	0.0138762031793218	0.0272654718962969	1.0181822971549	0.724754092055976	1.42407559714359	36	101	1
SPAC1093.02	42	308	94	100	992	300	0.42	92.2306037393361	0.310483870967742	68.1812258825737	0.09742322282314	0.190218580808932	1.35272727272727	0.966438370405549	1.88696832162461	33	109	1
SPAC1093.03	18	432	71	100	3353	300	0.18	39.5274016025726	0.128839844915002	28.2928016242691	0.0252014866377392	0.067999957513432	1.39708333333333	0.845005846963396	2.28003857542537	13	105	1
SPAC1093.05	54	457	105	100	2479	300	0.54	118.582204807718	0.18434852763211	40.4823238142075	0.0881819780206313	0.157960386744207	2.9292341356674	2.18603123513145	3.9158379873889	23	131	4.72397966685493e-05
SPNCRNA.1006	1	20	5	100	1461	300	0.01	2.19596675569848	0.0136892539356605	3.0061146553025	0.00249697159993946	0.349045314408539	0.7305	0.0364807550751155	5.09955204350876	1	100	1
SPAC30C2.02	18	290	204	100	1225	300	0.18	39.5274016025726	0.236734693877551	51.9861517675558	0.0373557069366042	0.101815782321897	0.760344827586207	0.457607409973401	1.24724333344323	22	96	1
SPAC30C2.03	95	88	37	100	653	300	0.95	208.616841791355	0.134762633996937	29.5934264167636	0.799857201351569	1.45721481812807	7.04943181818182	5.22306752482574	9.51561276237632	23	172	7.51874230451511e-23
SPAC30C2.04	60	406	269	100	1191	300	0.6	131.758005341909	0.340890008396306	74.8583125788062	0.111600718771541	0.195310406002547	1.76009852216749	1.32916456056905	2.32614693549033	40	120	1
SPAC30C2.05	165	81	41	100	809	300	1.65	362.334514690249	0.100123609394314	21.9868117690453	1.54896609719079	2.681194087346	16.4796296296296	12.5311357262735	21.6908601666291	24	241	1.24754511375216e-63
SPAC30C2.07	47	628	100	100	2671	300	0.47	103.210437517828	0.235117933358293	51.6311165323341	0.0549869523970428	0.101558105685359	1.99899681528662	1.46870149852501	2.71261700285594	27	120	1
SPAC30C2.08	50	726	116	100	2034	300	0.5	109.798337784924	0.35693215339233	78.3811142889427	0.0511398237618365	0.0924947592020694	1.40082644628099	1.04018401531576	1.88134340217009	39	111	1
SPAC1635.01	33	579	91	100	1331	300	0.33	72.4669029380498	0.435011269722014	95.5270286663726	0.0394617723910896	0.0818937152927388	0.75860103626943	0.525236190525402	1.09000535054635	40	93	1
SPNCRNA.1009	40	20	4	100	370	300	0.4	87.8386702279391	0.0540540540540541	11.8700905713431	1.13711221336729	3.54222524329562	7.4	4.20731518945896	13.1062334001938	7	133	2.08133709994357e-08
SPAC144.02	28	140	124	100	1142	300	0.28	61.4870691595574	0.122591943957968	26.920783344815	0.130429392664451	0.304848390149468	2.284	1.48950366422803	3.48136861550692	13	115	1
SPAC144.03	64	476	87	100	1623	300	0.64	140.541872364703	0.29328404189772	64.4042005984274	0.102640780414137	0.175808612940791	2.18218487394958	1.66585986612144	2.85337378802903	37	127	0.0328636357043597
SPAC144.05	2	439	26	100	4741	300	0.02	4.39193351139696	0.0925964986289812	20.3338832683323	0.000786532747822456	0.0184512789568553	0.215990888382688	0.0372895175742626	0.874775135344509	8	94	1
SPAC144.06	18	635	161	100	3873	300	0.18	39.5274016025726	0.163955589981926	36.004102501124	0.0172010395762403	0.0461061431518304	1.09785826771654	0.666196262787787	1.78569092427039	16	102	1
SPAC144.08	126	340	23	100	2605	300	1.26	276.691811218008	0.130518234165067	28.6613703238957	0.300464152204751	0.456839979024122	9.65382352941177	7.82709116493377	11.9006814535784	26	200	6.2636726000396e-48
SPNCRNA.1014	5	21	36	100	397	300	0.05	10.9798337784924	0.052896725440806	11.615945055332	0.0788096715967451	0.666201688729767	0.945238095238095	0.312874396239078	2.64482070425718	5	100	1
SPAC144.11	312	222	343	100	402	300	3.12	685.141627777925	0.552238805970149	121.269805911707	1.17897518473109	1.67551392470133	5.64972972972973	4.739480242619	6.73556597729934	146	266	4.0470441459904e-34
SPAC144.12	151	758	163	100	2694	300	1.51	331.59098011047	0.281365998515219	61.7870378923328	0.166617382337868	0.238062079011528	5.36667546174143	4.48867228018216	6.41339240857056	55	196	6.60149065173715e-32
SPAC144.14	30	111	27	100	1779	300	0.3	65.8790026709544	0.0623946037099494	13.701647548203	0.176806789820349	0.411052349607295	4.80810810810811	3.145392790904	7.31262129951378	7	123	5.4828723154349e-06
SPAC144.16	11	192	1	100	2232	300	0.11	24.1556343126833	0.0860215053763441	18.890036608159	0.0295911165789373	0.107967474170927	1.27875	0.66047372204188	2.40983402349508	8	103	1
SPAC144.18	4	491	295	100	2270	300	0.04	8.78386702279392	0.216299559471366	47.4986641871345	0.00259847558370474	0.0225136654670604	0.184928716904277	0.0589853957500975	0.511060206102271	18	86	1
SPAC1834.01	86	1166	379	100	1759	300	0.86	188.853140990069	0.662876634451393	145.565505238455	0.0588711532134927	0.092294006318371	1.2973756432247	1.03554358502534	1.62345157114015	74	112	1
SPAC1834.02	159	1847	249	100	4684	300	1.59	349.158714156058	0.394321093082835	86.5916011480591	0.0729575458145229	0.1015276781	4.03224688684353	3.41733144595225	4.75555644220399	73	186	1.52588160806167e-23
SPAC1834.04	37	274	180	90	609	300	0.411111111111111	90.2786332898263	0.44991789819376	98.800474722723	0.0943015920427168	0.192569595300167	0.91374695863747	0.63810743948905	1.30305426153113	39	88	1
SPAC1834.05	11	343	59	100	2276	300	0.11	24.1556343126833	0.150702987697715	33.093875096862	0.0166960008579671	0.0599358600377203	0.729912536443149	0.38000097952733	1.36414017445851	14	97	1
SPAC1834.07	8	135	24	100	2102	300	0.08	17.5677340455878	0.0642245480494767	14.103497241641	0.0269530238247053	0.124743426802146	1.24562962962963	0.566552560795306	2.6221068313811	6	102	1
SPAC1834.08	27	1410	38	100	5330	259	0.27	59.2911024038589	0.264540337711069	58.0921787154757	0.0128228637766421	0.0283925173931848	1.02063829787234	0.683458639295026	1.51332117705675	26	101	1
SPATRNATHR.05	15	1	0	100	70	249	0.15	32.9395013354772	0.0142857142857143	3.13709536528354	2.09737732032147	304.69943680447	10.5	1.46816412422503	213.289605763129	1	114	1
SPNCRNA.252	0	0	2	17	136	300	0	0	0	0	NA	NA	NA	NA	NA	0	17	1
SPAC1834.09	9	39	34	100	1052	300	0.09	19.7637008012863	0.0370722433460076	8.14094139469968	0.104212986988898	0.494868058877077	2.42769230769231	1.09632062312321	5.20601197938685	3	106	1
SPNCRNA.1018	0	45	34	100	1324	300	0	0	0.033987915407855	7.46363323311417	0.00202982372305869	0.108604324102592	0	0.026874866093297	1.43792125111832	3	97	1
SPAC17D4.01	33	286	178	100	1626	300	0.33	72.4669029380498	0.175891758917589	38.6252455184357	0.0790784604323553	0.167523087346602	1.87615384615385	1.2858157666301	2.72392540025575	19	114	1
SPAC17D4.02	85	301	48	100	1901	300	0.85	186.657174234371	0.158337716991057	34.7704362685556	0.220316845689032	0.361580615017467	5.36827242524917	4.18822323654849	6.87364749148204	25	160	8.40016006565423e-20
SPAC17D4.04	13	381	78	100	2273	300	0.13	28.5475678240802	0.167619885613726	36.8087696401725	0.0187876352285347	0.0606622442590061	0.775564304461942	0.427042948744593	1.37885281200721	16	97	1
SPNCRNA.1019	1	22	15	100	350	300	0.01	2.19596675569848	0.0628571428571429	13.8032196072476	0.0022789459676721	0.315231910448174	0.159090909090909	0.00797631088685234	1.10331168656861	5	96	1
SPAC458.03	7	425	60	100	3487	300	0.07	15.3717672898894	0.121881273300832	26.7647224310827	0.00716957582459781	0.0358338256129095	0.574329411764706	0.250003109003726	1.24952549912215	11	96	1
SPAC458.05	23	559	125	100	2287	300	0.23	50.507235381065	0.244425010931351	53.6749198266484	0.0264660239134132	0.0633930697715641	0.940983899821109	0.605277966899759	1.44979950567567	24	99	1
SPAC458.06	51	92	37	100	1335	300	0.51	111.994304540622	0.0689138576779026	15.133254046761	0.388096144130236	0.790599316293444	7.40054347826087	5.18108352413865	10.5545008725175	9	142	4.02416812481056e-16
SPAC458.07	23	196	50	100	1491	300	0.23	50.507235381065	0.131455399061033	28.8671686195105	0.0742756075678064	0.183812477755246	1.74964285714286	1.10744930883599	2.74064404333072	14	109	1
SPNCRNA.1021	3	163	28	100	3832	300	0.03	6.58790026709544	0.0425365344467641	9.34088155477171	0.00470096291745998	0.0594183976279848	0.705276073619632	0.180140898997066	2.27691299710438	4	99	1
SPAPYUG7.05	7	147	53	100	1013	300	0.07	15.3717672898894	0.145113524185587	31.8664474913797	0.020473312401675	0.104989860623328	0.482380952380952	0.207394654628968	1.06354728811431	13	94	1
SPAPYUG7.06	25	78	49	100	572	300	0.25	54.899168892462	0.136363636363636	29.9450012140702	0.19904995330852	0.512835950647669	1.83333333333333	1.13856573292473	2.93342163770467	15	110	1
SPAC1782.01	16	1282	77	100	5213	300	0.16	35.1354680911757	0.245923652407443	54.0040165126693	0.00736169342265112	0.020827749373154	0.650608424336974	0.383765078122803	1.08575057482252	22	94	1
SPAC1782.03	15	218	129	100	1695	300	0.15	32.9395013354772	0.128613569321534	28.243112256181	0.0392388626163508	0.118643726753021	1.16628440366972	0.665098721347145	2.01101116846371	13	102	1
SPAC1782.04	73	229	63	100	978	300	0.73	160.305573165989	0.234151329243354	51.4188534821014	0.242777869595253	0.418040241501536	3.11764192139738	2.37436756464157	4.08843356188502	32	141	5.48925211957583e-07
SPAC1782.05	22	107	31	100	1115	300	0.22	48.3112686253665	0.0959641255605381	21.0734029470616	0.12638290854541	0.331639963539542	2.29252336448598	1.40916943028132	3.69778559346589	10	112	1
SPAC1782.07	38	294	210	100	731	300	0.38	83.4467367165422	0.40218878248974	88.3193195862316	0.0907949570182867	0.183264768112972	0.944829931972789	0.663711135803676	1.33966545490583	39	99	1
SPNCRNA.1023	64	293	3	100	1465	300	0.64	140.541872364703	0.2	43.9193351139696	0.165088051272335	0.288518140935835	3.2	2.41853995113971	4.22679076470998	27	137	6.30602918681165e-07
SPAC1782.11	3	149	113	100	763	300	0.03	6.58790026709544	0.195281782437746	42.8832302226833	0.00513734929524121	0.0650805970679611	0.153624161073825	0.0391979751226904	0.496564955628543	16	87	1
SPAC11H11.01	1	53	10	100	1378	300	0.01	2.19596675569848	0.0384615384615385	8.44602598345569	0.000968365163577685	0.125921257823647	0.26	0.0133440719541005	1.73519493280985	3	98	1
SPAC11H11.04	0	15	14	100	1498	300	0	0	0.0100133511348465	2.19889862052585	0.00615095181701504	0.339527058120729	0	0.0921412582188853	5.08611533064852	0	100	1
SPAC11H11.06	84	1020	164	100	1533	300	0.84	184.461207478672	0.665362035225049	146.111290985809	0.0654916440066477	0.103426661789871	1.26247058823529	1.00398690262191	1.58553072523873	73	111	1
SPAC22F8.04	92	947	96	100	1612	300	0.92	202.02894152426	0.587468982630273	129.006235586009	0.0779535663373485	0.120940976839126	1.56604012671595	1.25661148935806	1.94956854664671	71	121	1
SPNCRNA.1024	44	122	52	100	745	300	0.44	96.6225372507331	0.163758389261745	35.9607978785523	0.251684485162752	0.515476223020563	2.68688524590164	1.8750494144625	3.84029786150319	20	124	0.0208458262355948
SPAC22F8.05	16	303	42	100	3200	300	0.16	35.1354680911757	0.0946875	20.79306021802	0.0308214738253667	0.0890853677729909	1.68976897689769	0.986287162411733	2.85073176873571	10	106	1
SPAC22F8.06	17	231	51	100	793	300	0.17	37.3314348468741	0.291298865069357	63.9682623665004	0.0434745682491998	0.122857706643229	0.583593073593074	0.344753326216155	0.974261613680808	26	91	1
SPAC22F8.08	95	1691	66	100	2855	300	0.95	208.616841791355	0.592294220665499	130.065841817378	0.0454302446270123	0.0693999959052625	1.60393258426966	1.2970334841012	1.98136988309524	72	123	1
SPAC22F8.09	38	224	134	100	1272	300	0.38	83.4467367165422	0.176100628930818	38.6711126789669	0.118410798232455	0.24210212591125	2.15785714285714	1.50618535351683	3.07953904159111	20	118	1
SPAC22F8.11	23	1032	45	100	3785	300	0.23	50.507235381065	0.272655217965654	59.8741794420299	0.014394347884216	0.0341950036066415	0.843556201550388	0.544826067417574	1.29428088651138	26	97	1
SPAC20G4.01	11	183	23	100	1032	300	0.11	24.1556343126833	0.177325581395349	38.9401081679091	0.0310191198715916	0.11338212509631	0.620327868852459	0.320117317074826	1.17010353099392	16	95	1
SPNCRNA.1026	1	139	7	100	3004	300	0.01	2.19596675569848	0.046271637816245	10.1610978376195	0.000373110149646878	0.0472127963894892	0.216115107913669	0.0112082288953922	1.41827240354025	4	97	1
SPNCRNA.54	8	15	36	100	334	300	0.08	17.5677340455878	0.0449101796407186	9.86212614834646	0.207577564103173	1.33529432459652	1.78133333333333	0.693309064104598	4.45988304415237	4	104	1
SPNCRNA.1027	22	172	13	100	2960	300	0.22	48.3112686253665	0.0581081081081081	12.7603473641939	0.0799032371678403	0.202895677602754	3.78604651162791	2.36513582016807	6.00571205704152	6	116	0.0113583439912981
SPAC20G4.08	59	872	75	100	3374	300	0.59	129.56203858621	0.258446947243628	56.7540904258765	0.0514948129037711	0.0887114172811555	2.28286697247706	1.73743498737324	2.99312321906619	32	127	0.0123460828509865
SPAC4F10.02	55	612	42	100	1484	300	0.55	120.778171563416	0.412398921832884	90.5614322430909	0.0675072196756893	0.119358831027295	1.33366013071895	1.00180713998723	1.77128505244506	45	110	1
SPAC4F10.04	4	87	53	100	1196	300	0.04	8.78386702279392	0.072742474916388	15.9740056643618	0.0143780952509757	0.129938094864998	0.549885057471264	0.171962019201669	1.55405961458537	7	97	1
SPNCRNA.1028	26	48	20	100	772	300	0.26	57.0951356481604	0.0621761658031088	13.6536793100424	0.326986567232764	0.893394272296974	4.18166666666667	2.52433629903694	6.89700378213264	7	119	0.00292715687353672
SPAC4F10.06	17	224	59	100	1347	300	0.17	37.3314348468741	0.166295471417966	36.517932685706	0.0448076099574311	0.1267716980637	1.02227678571429	0.603558506126597	1.70761477291804	16	101	1
SPAC4F10.08	1	27	8	100	2380	300	0.01	2.19596675569848	0.0113445378151261	2.49122279007811	0.00187061064467936	0.253746874604382	0.881481481481481	0.0445205333433687	6.0391756155843	1	100	1
SPAC4F10.11	82	401	77	100	1960	300	0.82	180.069273967275	0.204591836734694	44.9276871956679	0.160066201417799	0.260931742520868	4.00798004987531	3.13729754778886	5.11426215340901	30	152	2.90679180585152e-13
SPAC4F10.12	28	135	26	100	1013	300	0.28	61.4870691595574	0.133267522211254	29.2651048390222	0.135079089676227	0.316574417059946	2.10103703703704	1.36835117842018	3.20689884481725	15	113	1
SPNCRNA.1030	1	33	19	100	1127	300	0.01	2.19596675569848	0.0292812777284827	6.43007124561223	0.00153958136153327	0.205601017062752	0.341515151515151	0.0173510819444799	2.31712346229721	2	99	1
SPNCRNA.1031	1	133	4	100	2120	300	0.01	2.19596675569848	0.0627358490566038	13.776583891882	0.000389828371543799	0.0493657424601149	0.159398496240601	0.00826436147672853	1.04655374015444	5	96	1
SPAC4F10.17	1	22	9	100	757	300	0.01	2.19596675569848	0.0290620871862616	6.38193773122411	0.0022789459676721	0.315231910448174	0.344090909090909	0.0172516209752778	2.38630556209268	2	99	1
SPNCRNA.254	0	507	378	100	865	300	0	0	0.586127167630058	128.711577472732	0.000179349413039244	0.00946316404715371	0	0.00155137242278946	0.0818563690078796	36	64	1
SPNCRNA.1032	5	468	378	100	295	300	0.05	10.9798337784924	1.5864406779661	348.377098870132	0.0039133814031701	0.0266494404048567	0.031517094017094	0.0115444751393518	0.0786158491943274	64	41	1
SPAC4F10.18	184	317	210	100	1507	300	1.84	404.05788304852	0.210351692103517	46.1925322864245	0.48202224350568	0.698808763179778	8.74725552050473	7.2640752096306	10.5310480611193	49	235	3.0729203708072e-54
SPAC4F10.20	21	152	39	100	635	300	0.21	46.1153018696681	0.239370078740157	52.5648735222313	0.085109847757406	0.222107948379444	0.877302631578947	0.540447533259528	1.41038547220947	23	98	1
SPAC19B12.01	36	349	48	100	2534	300	0.36	79.0548032051452	0.137726913970008	30.2443724443082	0.0720399654827372	0.147051081059728	2.61386819484241	1.82549272533256	3.72627439405351	16	120	0.0496394230238539
SPNCRNA.255	3	8	4	100	437	300	0.03	6.58790026709544	0.0183066361556064	4.02007644063795	0.0790706961718822	1.54345429461482	1.63875	0.345538942271125	6.74489526746678	1	102	1
SPAC19B12.03	64	4345	306	100	6765	300	0.64	140.541872364703	0.642276422764228	141.041767235919	0.0114133034622358	0.0189724615511665	0.996455696202532	0.772109979220252	1.28348702393641	64	100	1
SPAC19B12.04	303	212	303	100	310	300	3.03	665.377926976639	0.683870967741935	150.175791034864	1.19474310023552	1.70999175629004	4.43066037735849	3.7037036107301	5.30097444449911	163	240	1.09781277567183e-22
SPAC19B12.08	30	105	25	100	1787	300	0.3	65.8790026709544	0.0587576944599888	12.9029943675624	0.186421909144467	0.435712294464369	5.10571428571429	3.33135951641163	7.78617870207827	7	123	1.69203214555787e-06
SPAC19B12.09	11	32	10	100	425	300	0.11	24.1556343126833	0.0752941176470588	16.5343379252591	0.163280731018184	0.70851597485706	1.4609375	0.693943106827282	3.01119289314251	7	104	1
SPAC19B12.10	6	278	12	100	2545	300	0.06	13.1758005341909	0.109233791748527	23.9873775278655	0.00869171645946522	0.0500525880639486	0.549280575539568	0.22120418389339	1.27383836622749	10	96	1
SPAC19B12.13	0	2	0	0	37	0	NA	NA	0.0540540540540541	11.8700905713431	0.0514242900386907	4.05388820080272	NA	NA	NA	0	0	1
SPNCRNA.1035	9	2	54	100	42	300	0.09	19.7637008012863	0.0476190476190476	10.4569845509451	0.914057247746959	30.1152099997356	1.89	0.383904044053723	12.6483881998889	4	105	1
SPAPB8E5.03	54	2579	378	76	1791	300	0.710526315789474	156.02921685226	1.43997766610832	316.214308372215	0.0158343363467493	0.0276182516456946	0.493428705536622	0.373148636803	0.650845903913671	76	54	1
SPAPB8E5.05	0	0	0	100	661	273	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAPB8E5.08	0	1	5	100	196	300	0	0	0.00510204081632653	1.12039120188698	0.120791776113059	17.3080587281839	0	0.236751881181595	33.9237951072405	0	100	1
SPAPB8E5.09	34	318	59	100	1636	300	0.34	74.6628696937483	0.194376528117359	42.6844393833812	0.0738132358618745	0.154130965974614	1.74918238993711	1.20758453870027	2.52158260334469	21	113	1
SPAPB8E5.10	82	137	4	100	1537	300	0.82	180.069273967275	0.0891346779440469	19.5736789545017	0.451055749949209	0.793702469081098	9.19956204379562	6.93272687671934	12.1992069497765	14	168	3.3667779212718e-30
