Mcs6as_Cdk9as_3MBPP1_combined_pr_counts	Mcs6as_Cdk9as_3MBPP1_combinedgb_counts	Mcs6as_Cdk9as_3MBPP1_combinedterm_counts	Mcs6as_Cdk9as_3MBPP1_combinedpr_map	Mcs6as_Cdk9as_3MBPP1_combinedgb_map	Mcs6as_Cdk9as_3MBPP1_combinedterm_map	Mcs6as_Cdk9as_3MBPP1_combinedpr_density	Mcs6as_Cdk9as_3MBPP1_combinedpr_densityRPKM	Mcs6as_Cdk9as_3MBPP1_combinedgb_density	Mcs6as_Cdk9as_3MBPP1_combinedgb_densityRPKM	Mcs6as_Cdk9as_3MBPP1_combinedpause_index_CI_low	Mcs6as_Cdk9as_3MBPP1_combinedpause_index_CI_high	Mcs6as_Cdk9as_3MBPP1_combinedpause_index_scaled	Mcs6as_Cdk9as_3MBPP1_combinedpause_index_CI_low_scaled	Mcs6as_Cdk9as_3MBPP1_combinedpause_index_CI_high_scaled	Mcs6as_Cdk9as_3MBPP1_combined_ExpPR	Mcs6as_Cdk9as_3MBPP1_combined_ExpGB	Mcs6as_Cdk9as_3MBPP1_combinedFexact_Pval
SPAC1782.01	55	1044	14	100	5213	300	0.55	60.3098015818493	0.200268559370804	21.9602855977018	0.0397721783258772	0.0696152199851247	2.7463122605364	2.07332365612798	3.62904141782455	25	130	0.000134883907429545
SPAC1782.03	0	453	361	100	1695	300	0	0	0.267256637168142	29.3058086528053	0.000200739307095756	0.0105934809134193	0	0.00340253125527306	0.179559501482457	21	79	1
SPAC1782.04	169	1106	141	100	978	300	1.69	185.315572133319	1.13087934560327	124.005652629718	0.129519502170337	0.180197448738484	1.4944122965642	1.26670073122589	1.76233104866237	142	127	1
SPAC1782.05	57	317	45	100	1115	300	0.57	62.5028852757348	0.284304932735426	31.1752256036628	0.134216368787604	0.240392479217985	2.00488958990536	1.49651251198178	2.68037614328054	34	123	0.653663716259388
SPAC1782.07	108	1523	497	100	731	300	1.08	118.426519469813	2.08344733242134	228.458718590117	0.058043900628442	0.0865603462545026	0.518371634931057	0.424300913593911	0.632756131120414	140	68	1
SPNCRNA.1023	147	172	5	100	1465	300	1.47	161.191651500579	0.11740614334471	12.8740749265629	0.681720336863548	1.07132980198406	12.5206395348837	9.98720293505098	15.6949815990664	25	222	7.81048578966307e-59
SPAC1782.11	27	898	170	100	763	300	0.27	29.6066298674533	1.17693315858453	129.055645944241	0.0200900583152944	0.0446797949808737	0.229409799554566	0.153287144945696	0.340906835704067	68	59	1
SPAC11H11.01	5	74	12	100	1378	300	0.05	5.48270923471358	0.0537010159651669	5.88854112291444	0.0241011851621313	0.173575785233404	0.931081081081081	0.332114331534169	2.39187432051631	5	100	1
SPAC11H11.04	2	97	31	100	1498	300	0.02	2.19308369388543	0.0647530040053405	7.10043786071051	0.00351919897769047	0.0847316300873428	0.308865979381443	0.0527176006858033	1.26927981870839	6	96	1
SPAC11H11.06	212	3458	117	100	1533	300	2.12	232.466871551856	2.25570776255708	247.347795611736	0.0532326370235089	0.0705843372039218	0.939838056680162	0.816056325570392	1.08205788933612	216	96	1
SPAC22F8.04	196	2623	56	100	1612	300	1.96	214.922202000772	1.62717121588089	178.426133035406	0.0644489357518846	0.0866061260133548	1.20454441479222	1.03891684432038	1.39609075133528	183	113	1
SPNCRNA.1024	113	106	91	100	745	300	1.13	123.909228704527	0.142281879194631	15.6018034598561	0.811065697598849	1.40127580538816	7.94198113207547	6.04243944711143	10.4395047501418	26	187	5.17952902127878e-30
SPAC22F8.05	44	571	303	100	3200	300	0.44	48.2478412654795	0.1784375	19.5664185813841	0.0559908531434857	0.105701116172778	2.46584938704028	1.79170730059154	3.3824357175289	21	123	0.0253885780138506
SPAC22F8.06	89	961	87	100	793	300	0.89	97.5922243779017	1.21185372005044	132.884831640851	0.0740671366050496	0.115668769539284	0.734412070759625	0.587352393278043	0.917253342446521	103	86	1
SPAC22F8.08	165	4544	10	100	2855	300	1.65	180.929404745548	1.59159369527145	174.524909019534	0.0309877941960735	0.0425304708914826	1.03669674295775	0.884701524297899	1.21424494395183	162	103	1
SPAC22F8.09	51	1036	75	100	1272	300	0.51	55.9236341940785	0.814465408805031	89.3095403642023	0.0367673445977807	0.0657339756660742	0.626177606177606	0.467680623283771	0.836136170472464	67	84	1
SPAC22F8.11	61	1284	46	100	3785	300	0.61	66.8890526635056	0.339233817701453	37.198407700778	0.0364205949331287	0.0618428749684972	1.79816978193146	1.37851951821892	2.34075281755762	40	121	1
SPAC20G4.01	13	203	10	100	1032	300	0.13	14.2550440102553	0.196705426356589	21.5695731520708	0.0349589673973095	0.114880701662621	0.660886699507389	0.360776543540234	1.18556884115825	18	95	1
SPNCRNA.1026	0	172	9	100	3004	300	0	0	0.0572569906790945	6.27846863096362	0.000529115739717321	0.0279917281831431	0	0.0158946368211083	0.84087151462162	5	95	1
SPNCRNA.54	3	19	21	100	334	300	0.03	3.28962554082815	0.0568862275449102	6.23781290176994	0.0372348404284344	0.561573026386184	0.527368421052631	0.124364367030971	1.87565390812985	5	98	1
SPNCRNA.1027	19	273	6	100	2960	300	0.19	20.8342950919116	0.0922297297297297	10.1133758180865	0.0424202921392161	0.112847096772881	2.06007326007326	1.2556406473208	3.34027406447729	10	109	1
SPAC20G4.08	101	2325	9	100	3374	300	1.01	110.750726541214	0.689093064611737	75.561938178477	0.0354054161835476	0.0532486763797854	1.46569462365591	1.1945787420329	1.79661034105396	82	119	1
SPAC4F10.02	25	632	36	100	1484	300	0.25	27.4135461735679	0.425876010781671	46.6990867431129	0.0259421527610334	0.0598406120225679	0.587025316455696	0.384981546973736	0.888034682414907	37	88	1
SPAC4F10.04	12	185	13	100	1196	300	0.12	13.1585021633126	0.154682274247492	16.9615586692644	0.0344638047661462	0.119236770381004	0.775783783783784	0.412187105003108	1.4260717737568	15	97	1
SPNCRNA.1028	5	90	29	100	772	300	0.05	5.48270923471358	0.116580310880829	12.783518941042	0.0199264787671391	0.141839424658459	0.428888888888889	0.153832416082314	1.0950003583633	10	95	1
SPAC4F10.06	67	798	51	100	1347	300	0.67	73.4683037451619	0.592427616926503	64.9621673244459	0.0648914400562242	0.108442099114318	1.13093984962406	0.87408769755734	1.46071507506986	62	105	1
SPAC4F10.08	4	21	22	100	2380	300	0.04	4.38616738777086	0.00882352941176471	0.967536923772984	0.0554542706831016	0.585207244627966	4.53333333333333	1.31981164225782	13.9279324221456	0	104	1
SPAC4F10.11	148	995	54	100	1960	300	1.48	162.288193347522	0.50765306122449	55.6662825361225	0.124664900923517	0.177383556268558	2.91537688442211	2.44343205810093	3.47671770286374	83	165	6.53015314120706e-12
SPAC4F10.12	29	298	24	100	1013	300	0.29	31.7997135613387	0.294175715695953	32.2575982614935	0.0651669991155313	0.144436179028045	0.985805369127517	0.660141701040333	1.4631384935541	29	100	1
SPNCRNA.1030	2	77	23	100	1127	300	0.02	2.19308369388543	0.0683229813664596	7.49190081762104	0.00441654154928579	0.107258735469869	0.292727272727273	0.0497744232604509	1.20880594874543	6	96	1
SPNCRNA.1031	11	70	6	100	2120	300	0.11	12.0619603163699	0.0330188679245283	3.62065704179198	0.0787304107139288	0.305827958521276	3.33142857142857	1.66908470713529	6.48355272065105	3	108	1
SPAC4F10.17	2	5	16	100	757	300	0.02	2.19308369388543	0.00660501981505945	0.724268062709852	0.0538788235081954	2.30512923539502	3.028	0.407862693957039	17.4498283119403	0	102	1
SPNCRNA.254	0	1501	1288	100	865	300	0	0	1.73526011560694	190.278533209366	6.05621294578856e-05	0.00319263767844918	0	0.00052386241981071	0.0276163159185854	63	37	1
SPNCRNA.1032	13	1295	1424	100	295	300	0.13	14.2550440102553	4.38983050847458	481.363285352819	0.00556648342002419	0.0177174429050494	0.0296138996138996	0.0164211260890714	0.0522664565698957	92	21	1
SPAC4F10.18	279	859	79	100	1507	300	2.79	305.935175297018	0.570006635700066	62.5036129080154	0.283095758591034	0.372577526025317	4.89467986030268	4.26625308196689	5.61474331720153	137	242	9.30063140486915e-39
SPAC4F10.20	103	589	141	100	635	300	1.03	112.9438102351	0.92755905511811	101.710731944765	0.141030786132658	0.216649578660953	1.11044142614601	0.895545491942381	1.37572482449705	97	106	1
SPAC19B12.01	61	1649	23	100	2534	300	0.61	66.8890526635056	0.650749802683504	71.3574390532177	0.0283976864081058	0.0480880587477976	0.937380230442693	0.719597373581401	1.21855140866919	63	98	1
SPNCRNA.255	4	13	7	100	437	300	0.04	4.38616738777086	0.0297482837528604	3.26202380097375	0.0848707622678806	1.00958058009583	1.34461538461538	0.370885231110638	4.41186713501878	3	101	1
SPAC19B12.03	194	4711	114	100	6765	300	1.94	212.729118306887	0.696378418329638	76.3608077006228	0.0355745883141852	0.047651961747424	2.78584164720866	2.40662089945463	3.22365521221324	120	174	1.01861119774127e-13
SPAC19B12.04	732	1026	932	100	310	300	7.32	802.668631962068	3.30967741935484	362.919979020395	0.648163045122658	0.785298961708073	2.21169590643275	2.00930543988024	2.43442678129503	638	194	1.66674714386071e-07
SPAC19B12.08	20	370	13	100	1787	300	0.2	21.9308369388543	0.207050923335199	22.7040001885173	0.0335080937796092	0.0862433916426835	0.965945945945946	0.598789635841617	1.54116940865475	20	100	1
SPAC19B12.09	28	245	26	100	425	300	0.28	30.703171714396	0.576470588235294	63.2124123531683	0.0757185879084067	0.171399022430338	0.485714285714286	0.321803998610728	0.728445845328936	46	82	1
SPAC19B12.10	15	377	1	100	2545	300	0.15	16.4481277041407	0.148133595284872	16.2434686167939	0.0228662717199684	0.0680568867739629	1.01259946949602	0.581946615273196	1.73204776839736	14	101	1
SPAC19B12.13	0	10	0	0	37	0	NA	NA	0.27027027027027	29.6362661335869	0.00929728784483565	0.525639636497703	NA	NA	NA	0	0	1
SPNCRNA.1035	19	2	83	100	42	300	0.19	20.8342950919116	0.0476190476190476	5.22162784258436	2.14196259681028	58.9886581350417	3.99	0.899624290660317	24.7752364167175	5	114	1
SPAPB8E5.03	51	2803	64	76	1791	300	0.671052631578947	73.5837292027348	1.56504745951982	171.614003181487	0.0136496886696047	0.0241870484120675	0.428774621176559	0.321665689569237	0.569986890868591	77	50	1
SPAPB8E5.05	0	6	0	100	661	273	0	0	0.00907715582450832	0.995348121279318	0.0157393406208896	0.93492067967121	0	0.10403704150408	6.1798256926267	0	100	1
SPAPB8E5.08	1	1	12	100	196	300	0.01	1.09654184694272	0.00510204081632653	0.559460125991181	0.027408528703162	36.4849938072245	1.96	0.0537207162581975	71.51058786216	0	101	1
SPAPB8E5.09	76	1704	35	100	1636	300	0.76	83.3371803676464	1.04156479217604	114.211938092322	0.0351934534385976	0.0564396339687662	0.729671361502347	0.575764898255456	0.923352411729015	89	87	1
SPAPB8E5.10	34	20	0	100	1537	300	0.34	37.2824227960523	0.0130123617436565	1.42685991794758	0.949532092725153	3.06159236029496	26.129	14.5943082651856	47.0566745777336	1	133	3.28182239008909e-22
SPNCRNA.1036	2	135	80	100	1317	300	0.02	2.19308369388543	0.10250569476082	11.2401783855176	0.00253903773066691	0.0605618847516051	0.195111111111111	0.0334391269128832	0.797600022178639	9	93	1
SPNCRNA.564	43	198	11	100	1840	300	0.43	47.1512994185368	0.107608695652174	11.7997437877531	0.153960603176968	0.305389866750549	3.9959595959596	2.8328750984562	5.6191735482101	13	130	5.7588953179342e-07
SPNCRNA.1037	43	220	3	100	2370	300	0.43	47.1512994185368	0.0928270042194093	10.178869465291	0.139000343171778	0.273973589934433	4.63227272727273	3.29430813317113	6.49317408144606	12	131	6.68494306735154e-09
SPAC1B3.05	36	2309	33	100	2242	300	0.36	39.4755064899378	1.02988403211418	112.93109387113	0.0110510899731131	0.0218947133931125	0.349553919445647	0.247765437197195	0.490879474273583	69	67	1
SPAC1B3.21	12	45	301	100	65	300	0.12	13.1585021633126	0.692307692307692	75.9144355575726	0.133790943660086	0.520892397309554	0.173333333333333	0.0869641133790562	0.33858005825121	45	67	1
SPAC1B3.08	12	1981	105	100	1860	300	0.12	13.1585021633126	1.06505376344086	116.787602085673	0.00327618136007072	0.0109305333165202	0.112670368500757	0.0609369732973154	0.203307919687276	57	55	1
SPAC1B3.20	19	198	126	100	323	300	0.19	20.8342950919116	0.613003095975232	67.2183547042284	0.0581303523756	0.156581143554406	0.309949494949495	0.187761038173188	0.505757093680732	45	74	1
SPAC1B3.13	126	3197	27	100	2633	300	1.26	138.164272714782	1.21420432966198	133.142585821339	0.0328455647193783	0.0472583675282105	1.03771660932124	0.864823719061231	1.24431281701778	123	103	1
SPAC1B3.14	129	1705	303	100	897	300	1.29	141.45389825561	1.90078037904125	208.428522746637	0.0629923939355863	0.0908152292194394	0.67866862170088	0.565041773602209	0.814612606098371	150	79	1
SPNCRNA.1039	0	27	1	100	1078	300	0	0	0.0250463821892393	2.74644061850216	0.00339432100419189	0.183491530730493	0	0.0365907804251886	1.97803870127471	2	98	1
SPNCRNA.256	3	8	6	100	292	300	0.03	3.28962554082815	0.0273972602739726	3.00422423819922	0.0790706961718822	1.54345429461482	1.095	0.230886432821896	4.50688654027528	2	101	1
SPAC1B3.17	1	836	33	100	2467	300	0.01	1.09654184694272	0.338873125253344	37.1588562644552	6.23728098912969e-05	0.00778255591395853	0.0295095693779904	0.00153873722001829	0.191995654397357	25	76	1
SPAC1952.01	3	307	514	100	1580	300	0.03	3.28962554082815	0.194303797468354	21.3062244943933	0.00250891281541867	0.031356297147028	0.154397394136808	0.0396408224836149	0.495429494923042	16	87	1
SPAC1952.02	166	887	145	100	699	300	1.66	182.025946592491	1.2689556509299	139.146297315907	0.157994004755101	0.221589352199252	1.30816234498309	1.10437809323816	1.54890957187277	148	118	1
SPAC1952.03	67	627	44	100	1285	300	0.67	73.4683037451619	0.487937743190661	53.5044154111348	0.0823617041671835	0.138401807571137	1.37312599681021	1.05834789854831	1.77846322728911	54	113	1
SPAC1952.05	10	345	15	100	1890	300	0.1	10.9654184694272	0.182539682539683	20.01624006324	0.0145871699357097	0.0558006422299476	0.547826086956522	0.275697511784913	1.05463213814601	16	94	1
SPAC1952.07	18	356	11	100	1699	300	0.18	19.7377532449689	0.209535020600353	22.9763918488291	0.0305153085092207	0.0827013975352979	0.859044943820225	0.518455091571659	1.40509674412471	20	98	1
SPNCRNA.1040	4	11	15	100	637	300	0.04	4.38616738777086	0.0172684458398744	1.89355734950861	0.0978590667085697	1.23052614057963	2.31636363636364	0.623362254933589	7.83845151549221	1	103	1
SPNCRNA.1041	3	50	19	100	2952	300	0.03	3.28962554082815	0.0169376693766938	1.85728632612249	0.014953507709668	0.19943882178972	1.7712	0.441427547589399	5.88743401923255	1	102	1
SPAC1952.13	55	2277	31	100	2302	300	0.55	60.3098015818493	0.989139878366638	108.463326910885	0.018306843032161	0.0317927860752814	0.556038647342995	0.421423526600345	0.731869935452978	77	78	1
SPNCRNA.257	9	7	73	100	101	300	0.09	9.86887662248444	0.0693069306930693	7.5997949788109	0.439972250382499	3.81841073131305	1.29857142857143	0.444371972886324	3.85659483862618	7	102	1
SPAC1952.16	42	581	10	100	5265	300	0.42	46.054757571594	0.110351377018044	12.1004902768038	0.052154465303992	0.0998411193577492	3.80602409638554	2.74593259825518	5.2566349341855	14	128	8.41547624757469e-07
SPAC890.03	311	1586	39	100	2265	300	3.11	341.024514399184	0.700220750551876	76.7821355077769	0.173313337522317	0.221826407826808	4.44145649432535	3.92554709488047	5.02436813727719	169	242	9.58823330213993e-38
SPAC890.05	150	1829	128	100	1261	300	1.5	164.481277041407	1.45043616177637	159.046394770676	0.0691810871297564	0.0971722984601944	1.03417167851285	0.872373508706228	1.22534268358305	147	103	1
SPAC890.06	51	3226	22	100	4192	300	0.51	55.9236341940785	0.76956106870229	84.3855915610019	0.0118639841921121	0.0210083073296292	0.662715437073776	0.497338217333339	0.880668243258056	65	86	1
SPAC890.08	224	1934	1806	100	368	300	2.24	245.625373715168	5.2554347826087	576.280416300873	0.100605255788532	0.133303639539117	0.426225439503619	0.370227341301797	0.490557393503951	272	52	1
SPNCRNA.258	381	17	13	100	87	300	3.81	417.782443685174	0.195402298850575	21.4266797678462	13.5255568887652	37.664881183468	19.4982352941176	11.7672344932258	32.7684466296171	78	403	4.60319688273089e-30
SPAC22E12.01	210	1123	12	100	1883	119	2.1	230.27378785797	0.596388741370154	65.396521195787	0.160920558779115	0.217240916713711	3.52119323241318	3.03013412181074	4.09064646171918	115	195	4.75742731482044e-21
SPAC22E12.02	21	390	8	100	1962	300	0.21	23.027378785797	0.198776758409786	21.7967033795953	0.0337919370234355	0.0849285222232929	1.05646153846154	0.662997804399805	1.66629760602101	20	101	1
SPNCRNA.52	17	0	8	100	1	300	0.17	18.6412113980262	0	0	3.36259936812642	184.582604763103	NA	0.0336259936812642	1.84582604763103	0	117	1
SPAC22E12.04	25	976	145	100	1186	300	0.25	27.4135461735679	0.822934232715008	90.2381823453702	0.0168471579297114	0.0386352531139475	0.303790983606557	0.199807293046377	0.458214101931418	56	69	1
SPNCRNA.1043	1	7	10	100	836	300	0.01	1.09654184694272	0.00837320574162679	0.918157048875479	0.00660323359662749	1.14229470290644	1.19428571428571	0.0552030328678058	9.5495837162978	0	101	1
SPAC22E12.07	5	2485	240	100	2633	300	0.05	5.48270923471358	0.943790353209267	103.490561703481	0.000740053182791527	0.00499617704634011	0.0529778672032193	0.0194856003029009	0.131549341630135	50	55	1
SPAC22E12.08	103	256	43	100	1078	300	1.03	112.9438102351	0.23747680890538	26.0403258643168	0.317970450245236	0.508759913786757	4.337265625	3.42772145364364	5.48443187062124	38	165	1.97386813453122e-16
SPAC22E12.18	29	581	64	100	981	300	0.29	31.7997135613387	0.592252803261978	64.942998274589	0.0337238419503398	0.0734123804753662	0.489655765920826	0.330830889532833	0.720175452463342	47	82	1
SPAC22E12.19	207	2297	384	100	2234	300	2.07	226.984162317142	1.02820053715309	112.746491603734	0.0779610634207414	0.104136509147936	2.01322594688724	1.74165015681936	2.32640961436489	155	152	4.42130505237979e-05
SPAC2E12.02	348	5561	46	100	2602	300	3.48	381.596562736065	2.13720215219062	234.353159525305	0.0560684983298339	0.069834434763142	1.6282970688725	1.45890232654228	1.81709199253695	305	143	0.0542110154730696
SPAC2E12.05	5	126	0	100	1909	255	0.05	5.48270923471358	0.0660031430068098	7.23752083367114	0.0143384851567961	0.100487138709316	0.757539682539683	0.273721681643238	1.91829947796084	6	99	1
SPAC1006.01	341	4270	250	100	1664	300	3.41	373.920769807466	2.56610576923077	281.384235964266	0.0714052212001316	0.0893012592690632	1.32886182669789	1.18818288077019	1.48597295423721	317	124	1
SPAC1006.02	102	378	28	100	1217	300	1.02	111.847268388157	0.310599835661463	34.0585717456324	0.21549846194169	0.337617513827823	3.28396825396825	2.62261628183036	4.10880514328461	47	155	8.88434238945717e-11
SPNCRNA.1044	11	206	6	100	3092	300	0.11	12.0619603163699	0.0666235446313066	7.30555046798834	0.0276136718113712	0.100501236966113	1.65106796116505	0.853814732407597	3.10749824699221	6	105	1
SPAC1006.06	82	2909	3	100	4139	300	0.82	89.9164314493026	0.702826769751148	77.0678964183706	0.0224870440977359	0.0352882650075234	1.1667170849089	0.930738755205289	1.4605812886614	75	107	1
SPAC1006.07	1206	5028	881	100	1302	300	12.06	1322.42946741291	3.86175115207373	423.457174072809	0.225131556647997	0.255540085609984	3.12293556085919	2.93121286755691	3.327131914642	1037	269	5.51168192292604e-29
SPAC1006.08	13	412	469	100	1457	300	0.13	14.2550440102553	0.282772820864791	31.0072231256279	0.0173869593404897	0.0560543681135942	0.459733009708738	0.253327997590934	0.816712143415067	24	89	1
SPAC1006.09	410	1840	21	100	4844	300	4.1	449.582157246513	0.379851362510322	41.6522914610775	0.199908912901194	0.248344931460344	10.7936956521739	9.68358774093384	12.029828479939	140	370	1.58385658190954e-121
SPAC1250.04c	10	59	11	100	574	300	0.1	10.9654184694272	0.102787456445993	11.2710747333833	0.0815330308489779	0.342315553674891	0.972881355932203	0.467999597073133	1.96489127809387	10	100	1
SPNCRNA.1045	5	115	7	100	1214	300	0.05	5.48270923471358	0.0947281713344316	10.3873403952564	0.0156822335973583	0.110315289995307	0.527826086956522	0.190382315871929	1.33922762054303	9	96	1
SPNCRNA.1046	2	58	52	100	705	300	0.02	2.19308369388543	0.0822695035460993	9.02119533655	0.00582839169848962	0.143495553135204	0.243103448275862	0.0410901614743518	1.01164364960319	7	95	1
SPAC29A4.19c	6	557	2	100	6279	300	0.06	6.57925108165629	0.0887083930562191	9.72724651611869	0.00435839770229185	0.0248549223336743	0.676373429084381	0.273663791726905	1.56064057333141	8	98	1
SPAC29A4.17c	1	10	5	100	890	300	0.01	1.09654184694272	0.0112359550561798	1.23206949094687	0.00478667548335045	0.750794709134687	0.89	0.042601411801819	6.68207291129872	1	100	1
SPAC29A4.14c	35	649	23	100	1981	300	0.35	38.378964642995	0.32761231701161	35.9240615177093	0.0377780806194553	0.076621404178994	1.06833590138675	0.748383777071409	1.51787001678587	33	102	1
SPAC29A4.12c	0	15	4	100	802	300	0	0	0.0187032418952618	2.05088874116468	0.00615095181701504	0.339527058120729	0	0.0493306335724606	2.72300700612825	1	99	1
SPNCRNA.1049	10	108	20	100	2408	300	0.1	10.9654184694272	0.0448504983388704	4.91804482848062	0.0456376368360815	0.18221689157074	2.22962962962963	1.09895429501284	4.38778274902343	4	106	1
SPAC29A4.08c	301	1147	72	100	1920	300	3.01	330.059095929757	0.597395833333333	65.5069530439216	0.23065855753116	0.29851630895302	5.03853530950305	4.42864430459827	5.73151313189799	149	252	3.35952493720542e-43
SPAC29A4.06c	17	691	55	100	1137	300	0.17	18.6412113980262	0.607739665787159	66.64119755826	0.0147131789809979	0.0405534546365233	0.27972503617945	0.167288845013946	0.46109277921727	44	73	1
SPAC29A4.04c	260	4323	548	100	1647	300	2.6	285.100880205106	2.6247723132969	287.817268022669	0.0529583746937501	0.06828761243034	0.990562109646079	0.872224431206064	1.1246969767277	260	100	1
SPAC29A4.03c	310	887	1313	100	1257	300	3.1	339.927972552242	0.705648369132856	77.3772965981057	0.306436605822748	0.398543482017439	4.39312288613303	3.85190813519194	5.00969156895921	169	241	2.37066852173391e-34
SPAC29A4.02c	525	5120	491	100	1513	300	5.25	575.684469644925	3.38400528750826	371.070340802822	0.0936314847093336	0.112285345025689	1.551416015625	1.41664436365222	1.69887727023867	482	143	0.217482121291076
SPSNORNA.15	273	126	1153	100	26	300	2.73	299.355924215361	4.84615384615385	531.401048903008	1.74528748927585	2.69102305405019	0.563333333333333	0.453774747211721	0.69966599405305	309	64	1
SPAC26F1.14c	53	830	38	100	1971	300	0.53	58.1167178879639	0.421106037544394	46.1760392167658	0.047871352440728	0.0849623202274341	1.25859036144578	0.943544356606749	1.67460733168273	45	108	1
SPAC26F1.13c	230	5676	15	100	3460	300	2.3	252.204624796825	1.64046242774566	179.883570036036	0.0354349075497097	0.0463253154330771	1.40204369274137	1.22604780121996	1.60285591398447	205	125	1
SPNCRNA.1053	7	154	131	100	948	300	0.07	7.67579292859901	0.162447257383966	17.8130215642593	0.0195593954710771	0.100125380811969	0.430909090909091	0.185423069065811	0.949188610097468	14	93	1
SPAC26F1.12c	25	266	19	100	1213	300	0.25	27.4135461735679	0.219291014014839	24.0461773525773	0.0609574873377238	0.143799004785812	1.14003759398496	0.739414321406589	1.74428192805189	22	103	1
SPAC26F1.10c	50	621	18	100	1482	300	0.5	54.8270923471358	0.419028340080972	45.9482109953729	0.0596882233123944	0.10831438419292	1.19323671497585	0.884579469489685	1.60521917373908	44	106	1
SPAC26F1.08c	12	386	8	100	3295	300	0.12	13.1585021633126	0.117147192716237	12.8456799065216	0.0166859928683588	0.0565444801123571	1.02435233160622	0.549803465012424	1.86314061970217	11	101	1
SPNCRNA.1056	1	16	34	100	744	287	0.01	1.09654184694272	0.021505376344086	2.35815450955423	0.00308778638028139	0.444289421552728	0.465	0.0229731306692935	3.3055132963523	2	99	1
SPAC26F1.04c	0	356	38	100	1728	300	0	0	0.206018518518519	22.5907926800698	0.000255469298199813	0.0134872603082361	0	0.00441450947289278	0.23305985812632	17	83	1
SPAPJ691.02	2	57	1	100	1392	300	0.02	2.19308369388543	0.040948275862069	4.49014980429129	0.00592813233664939	0.146092904423384	0.488421052631579	0.0825196021261595	2.0336132295735	4	98	1
SPAPJ691.03	9	183	50	100	696	259	0.09	9.86887662248444	0.262931034482759	28.8314882170283	0.0235900700131206	0.0988391057839772	0.342295081967213	0.16418688729132	0.687920176256481	22	87	1
SPNCRNA.1059	7	59	822	100	1137	300	0.07	7.67579292859901	0.0518909410729991	5.69005883637821	0.0496274982626036	0.269507574431861	1.34898305084746	0.564264655245803	3.06430112129026	5	102	1
SPAC19D5.01	21	688	10	100	2526	300	0.21	23.027378785797	0.27236737925574	29.8662229096036	0.0192563596599247	0.0478835746671318	0.771017441860465	0.486415645009697	1.20953909609175	25	96	1
SPAC19D5.03	3	300	41	100	1641	300	0.03	3.28962554082815	0.182815356489945	20.0464688654975	0.00256710190968124	0.0320931121276262	0.1641	0.0421261423378691	0.526647970014346	15	88	1
SPAC19D5.04	35	5322	179	100	9918	300	0.35	38.378964642995	0.536600120992135	58.8404487742401	0.00464501160611466	0.00926594604936191	0.652254791431793	0.460692251094452	0.918996529175715	47	88	1
SPNCRNA.1060	100	294	171	100	319	300	1	109.654184694272	0.921630094043887	101.060596552087	0.26930653634395	0.429265315113777	1.08503401360544	0.859087850937201	1.36935635521295	95	105	1
SPAC19D5.07	3	205	12	100	2071	300	0.03	3.28962554082815	0.0989859971028489	10.8542288084624	0.00374629128267587	0.0471194138648563	0.303073170731707	0.0775856924642173	0.975843061141175	9	94	1
SPNCRNA.1061	4	209	27	100	1147	300	0.04	4.38616738777086	0.182214472537053	19.9805794255473	0.00606932437381485	0.0532376607689327	0.219521531100478	0.0696151505676563	0.610635969019658	16	88	1
SPAC14C4.16	12	408	140	100	901	300	0.12	13.1585021633126	0.452830188679245	49.6547251445758	0.0157942768111396	0.0534671782692028	0.265	0.142306434068367	0.481739276205517	34	78	1
SPAC14C4.03	50	115	13	100	1226	300	0.5	54.8270923471358	0.0938009787928222	10.2856698530516	0.307665527502135	0.613233972447115	5.3304347826087	3.77197936717618	7.51824850220163	12	138	2.61371824761439e-11
SPAC14C4.04	118	1134	4	100	1421	300	1.18	129.39193793924	0.798029556650246	87.5072803964137	0.0856770653218725	0.126285772510581	1.47864197530864	1.21747109822381	1.79452082737536	96	122	1
SPAC14C4.07	93	1458	34	100	2268	300	0.93	101.978391765673	0.642857142857143	70.4919758748888	0.051420384595003	0.0790400647698898	1.44666666666667	1.16621432261467	1.7926286689811	75	118	1
SPAC14C4.08	12	171	254	100	864	300	0.12	13.1585021633126	0.197916666666667	21.7023907207412	0.0372265750368059	0.129212446976759	0.606315789473684	0.321637608318003	1.11639554187919	18	94	1
SPAC14C4.09	46	1131	80	100	1730	300	0.46	50.4409249593649	0.653757225433526	71.6872155429024	0.0299309502220047	0.0550931832853426	0.703625110521662	0.517805438840681	0.953112070836427	57	89	1
SPAC14C4.11	314	6201	38	100	2722	300	3.14	344.314139940013	2.27810433504776	249.803673508148	0.0451328398583551	0.056802540488509	1.37833897758426	1.22851590094443	1.54616515209721	287	127	1
SPNCRNA.261	2	10	12	100	314	300	0.02	2.19308369388543	0.0318471337579618	3.49217148707871	0.0303002114505232	0.965353981350509	0.628	0.0951426639546428	3.0312115014406	3	99	1
SPAC14C4.13	27	414	10	100	2380	300	0.27	29.6066298674533	0.173949579831933	19.0742993543817	0.0432755873064207	0.0976027580822554	1.55217391304348	1.02995897789281	2.32294564235768	18	109	1
SPAC14C4.14	296	5141	8	100	5033	300	2.96	324.576386695044	1.0214583747268	112.007185279803	0.051118342716396	0.0648379620372656	2.89781754522466	2.57278618891621	3.26329462933558	200	196	1.99141728303905e-18
