Cdk9as_3MBPP1_18Cr2_pr_counts	Cdk9as_3MBPP1_18Cr2gb_counts	Cdk9as_3MBPP1_18Cr2term_counts	Cdk9as_3MBPP1_18Cr2pr_map	Cdk9as_3MBPP1_18Cr2gb_map	Cdk9as_3MBPP1_18Cr2term_map	Cdk9as_3MBPP1_18Cr2pr_density	Cdk9as_3MBPP1_18Cr2pr_densityRPKM	Cdk9as_3MBPP1_18Cr2gb_density	Cdk9as_3MBPP1_18Cr2gb_densityRPKM	Cdk9as_3MBPP1_18Cr2pause_index_CI_low	Cdk9as_3MBPP1_18Cr2pause_index_CI_high	Cdk9as_3MBPP1_18Cr2pause_index_scaled	Cdk9as_3MBPP1_18Cr2pause_index_CI_low_scaled	Cdk9as_3MBPP1_18Cr2pause_index_CI_high_scaled	Cdk9as_3MBPP1_18Cr2_ExpPR	Cdk9as_3MBPP1_18Cr2_ExpGB	Cdk9as_3MBPP1_18Cr2Fexact_Pval
SPAC9.02c	13	234	32	100	910	300	0.13	29.6697031705958	0.257142857142857	58.6873249528268	0.0304014543427729	0.0994090822771451	0.505555555555556	0.276653234519233	0.904622648722021	23	90	1
SPAC9.03c	15	1501	91	100	6639	300	0.15	34.234272889149	0.226088266305166	51.5997827048377	0.00578975715447432	0.0169515409879453	0.663457694870087	0.38438197748555	1.12541280618969	21	94	1
SPAC9.06c	3	136	7	100	984	300	0.03	6.84685457782979	0.138211382113821	31.5437744778066	0.00562195395788056	0.0713982640279225	0.217058823529412	0.0553200269455447	0.702558918034758	12	91	1
SPAC9.07c	43	516	30	100	1179	300	0.43	98.1382489488937	0.43765903307888	99.8862584721565	0.0602604267790392	0.11484811681045	0.9825	0.710470431724872	1.35405929719521	43	100	1
SPAC9.08c	5	549	59	100	1128	300	0.05	11.411424296383	0.486702127659574	111.079289693515	0.00333849408915237	0.022698856024828	0.102732240437158	0.0376582133256387	0.25604309596006	34	71	1
SPNCRNA.743	0	14	0	100	1233	300	0	0	0.0113544201135442	2.59140211110076	0.0065974714867639	0.365411596620526	0	0.0813468234317988	4.50552498633109	1	99	1
SPAC9.12c	5	145	22	100	1197	300	0.05	11.411424296383	0.121136173767753	27.6467255300841	0.0124899506343975	0.0870850283500069	0.412758620689655	0.149504709093738	1.04240778934958	11	94	1
SPAC9.13c	10	346	20	100	943	300	0.1	22.822848592766	0.366914103923648	83.7402504039982	0.0145454159166244	0.0556377373856007	0.272543352601156	0.137163272093768	0.524663863546215	29	81	1
SPAC5D6.13	40	976	20	100	1860	300	0.4	91.2913943710639	0.524731182795699	119.758603368492	0.0294681427529697	0.0567771711336701	0.762295081967213	0.548107455205236	1.05605538308626	48	92	1
SPAC5D6.12	1	526	63	100	3182	300	0.01	2.2822848592766	0.165304839723444	37.7272732865962	9.9069280922723e-05	0.0123817743934033	0.0604942965779468	0.00315238451896104	0.393988061198092	14	87	1
SPAC5D6.05	12	177	9	100	952	300	0.12	27.3874183113192	0.185924369747899	42.4332374046174	0.0359900858781695	0.124739935237917	0.645423728813559	0.342625617560173	1.18752418346497	17	95	1
SPAC5D6.04	19	1264	42	100	2287	300	0.19	43.3634123262554	0.552689112374289	126.139399305886	0.0092815360240797	0.0240500907793113	0.343773734177215	0.212268728870703	0.550025576122849	42	77	1
SPAC5D6.01	33	1021	504	100	566	300	0.33	75.3154003561277	1.80388692579505	411.698381858906	0.0224769852938327	0.0462342162162003	0.182938295788443	0.127219736763093	0.261685663783694	85	48	1
SPAC57A7.13	2	161	4	100	1958	300	0.02	4.5645697185532	0.0822267620020429	18.7664893944603	0.00213263284448509	0.0506716621815947	0.243229813664596	0.0417569510950181	0.992151145515623	7	95	1
SPAC57A7.12	37	1393	15	100	1764	300	0.37	84.4445397932341	0.78968253968254	180.228050395255	0.0188840585631815	0.0371950952606185	0.468542713567839	0.333114793054522	0.656121480397311	60	77	1
SPAC57A7.11	20	629	13	100	4028	300	0.2	45.645697185532	0.156156901688183	35.6394532394484	0.0198123717340794	0.050463955740582	1.28076311605723	0.798042333448719	2.03268813723064	16	104	1
SPAC57A7.09	56	1088	32	100	1338	300	0.56	127.807952119489	0.813153961136024	185.584897376154	0.0389656787445874	0.0678300945920946	0.688676470588235	0.521360781602579	0.907566665642226	69	87	1
SPAC57A7.08	77	1535	10	100	2014	300	0.77	175.735934164298	0.762164846077458	173.947728847546	0.0396200143334984	0.0634194743629393	1.01028013029316	0.797947088676658	1.2772682136696	76	101	1
SPAC57A7.06	18	528	17	100	2823	300	0.18	41.0811274669788	0.187035069075452	42.6867306304656	0.0206576832696617	0.0555301902330684	0.962386363636364	0.583166398702549	1.56761727027952	18	100	1
SPAC57A7.05	0	856	77	100	7234	300	0	0	0.118330107824164	27.0063013483656	0.000106207825624684	0.00560085161660596	0	0.00768307410568967	0.405165605945275	10	90	1
SPAC57A7.15c	1	14	8	100	727	300	0.01	2.2822848592766	0.0192572214580468	4.39504649654365	0.00350210863509423	0.514391103811047	0.519285714285714	0.0254603297771351	3.73962332470631	1	100	1
SPAC167.05	21	761	2	100	3194	300	0.21	47.9279820448086	0.238259236067627	54.3775447059953	0.0174207422419677	0.0432608019101745	0.881392904073587	0.556418507208449	1.38175001301097	23	98	1
SPAC167.04	3	149	3	100	1033	300	0.03	6.84685457782979	0.144240077444337	32.9196944852094	0.00513734929524121	0.0650805970679611	0.207986577181208	0.0530688182198417	0.672282567712038	12	91	1
SPAC167.02	16	313	11	100	3270	300	0.16	36.5165577484256	0.0957186544342508	21.8457235765619	0.0298497748804123	0.0862003037502578	1.67156549520767	0.976087638589483	2.81874993263343	10	106	1
SPAC167.01	20	355	14	100	3235	300	0.2	45.645697185532	0.109737248840804	25.0451661528035	0.0349055940142376	0.0899360020697429	1.82253521126761	1.12919596636059	2.90942966695618	11	109	1
SPAC167.08	0	0	0	0	35	10	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC1705.03c	94	6232	371	100	1776	300	0.94	214.534776772	3.50900900900901	800.855813232644	0.0122353300067028	0.0185742726569799	0.26788189987163	0.217299460919042	0.329879082387962	150	44	1
SPNCRNA.80	0	0	0	100	98	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.745	1	13	2	100	288	300	0.01	2.2822848592766	0.0451388888888889	10.301980267568	0.00375396436557918	0.55840707127902	0.221538461538462	0.0108114173728681	1.60821236528358	4	97	1
SPNCRNA.81	0	0	0	100	57	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC23H4.15	41	1038	15	100	2482	300	0.41	93.5736792303405	0.418211120064464	95.4476907304234	0.0285276282703767	0.054484641733665	0.980366088631985	0.708055733670749	1.35230880782956	41	100	1
SPAC23H4.14	10	308	144	100	2963	300	0.1	22.822848592766	0.103948700641242	23.7240545614982	0.0163206226795801	0.0625801327251584	0.962012987012987	0.483580049995957	1.85424933264644	10	100	1
SPAC23H4.21	0	24	30	100	475	300	0	0	0.0505263157894737	11.5315445521344	0.0038226010111885	0.207313917589234	0	0.0181573548031454	0.984741108548863	4	96	1
SPAC23H4.12	20	407	20	100	1374	300	0.2	45.645697185532	0.296215429403202	67.6047989611045	0.0304963989062532	0.0783119663139079	0.675184275184275	0.419020520971919	1.07600641715309	27	93	1
SPAC23H4.09	11	397	40	100	1022	300	0.11	25.1051334520426	0.388454011741683	88.6562709523297	0.014444956358188	0.0517084905954839	0.283173803526448	0.147627453980682	0.528460773885845	31	80	1
SPAC23H4.08	12	330	57	100	1037	300	0.12	27.3874183113192	0.318225650916104	72.6281584919265	0.0194864420669838	0.0662501272862957	0.377090909090909	0.202074404234622	0.687013819958887	27	85	1
SPAC23H4.06	147	4860	26	100	1791	300	1.47	335.49587431366	2.71356783919598	619.31347940169	0.0255775636493417	0.0357489815258652	0.541722222222222	0.458094164959709	0.640264259128245	180	67	1
SPAC23H4.04	15	205	9	100	1360	300	0.15	34.234272889149	0.150735294117647	34.4020879523311	0.041679006030004	0.126318923585889	0.995121951219512	0.566834482008055	1.71793736076809	15	100	1
SPAC23H4.02	57	1270	50	100	1872	300	0.57	130.090236978766	0.678418803418803	154.834496329128	0.034094219761779	0.0589482532320885	0.840188976377953	0.638243793940502	1.1035113005047	63	94	1
SPNCRNA.747	5	16	14	100	581	300	0.05	11.411424296383	0.0275387263339071	6.28512181556378	0.100317443392901	0.906568351282525	1.815625	0.582844346112752	5.26716212095147	2	103	1
SPNCRNA.748	0	3	1	100	423	300	0	0	0.00709219858156028	1.6186417441678	0.0327971598819604	2.22593021867193	0	0.138731986300692	9.41568482498228	0	100	1
SPAP27G11.04c	5	127	12	100	1191	300	0.05	11.411424296383	0.106633081444165	24.3367067278025	0.0142276573122991	0.0996797821223748	0.468897637795276	0.169451398589482	1.18718620507748	10	95	1
SPAP27G11.05c	5	210	16	100	2883	300	0.05	11.411424296383	0.072840790842872	16.624343407842	0.00866731913581757	0.0597978508469113	0.686428571428571	0.24987881068562	1.72397203991645	7	98	1
SPAP27G11.06c	21	182	42	100	659	300	0.21	47.9279820448086	0.276176024279211	63.0312358707649	0.0714326832249394	0.184554266330816	0.760384615384615	0.470741382452351	1.21621261512008	26	95	1
SPAP27G11.07c	5	189	108	100	737	300	0.05	11.411424296383	0.256445047489824	58.5280649122493	0.00961837760829955	0.0665334956836302	0.194973544973545	0.0708874429731677	0.490351863188354	21	84	1
SPAP27G11.08c	28	99	6	100	1089	300	0.28	63.9039760597447	0.0909090909090909	20.7480441752418	0.18174542237076	0.437694022348936	3.08	1.97920764961758	4.76648790337992	10	118	0.0609294201042399
SPAP27G11.09c	6	584	53	100	1405	300	0.06	13.6937091556596	0.415658362989324	94.865078848223	0.00415779528009026	0.0237002561973122	0.144349315068493	0.0584170236852681	0.332988599572237	31	75	1
SPAP27G11.10c	17	833	42	100	4996	300	0.17	38.7988426077022	0.166733386709367	38.0533084022699	0.0122180656424069	0.0336034770158734	1.01959183673469	0.610414559494649	1.67882971171303	16	101	1
SPAP27G11.11c	0	0	0	100	155	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.750	0	0	0	100	1072	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAP27G11.13c	27	103	132	100	217	300	0.27	61.6216912004681	0.474654377880184	108.32965000253	0.167636355772111	0.407460439536423	0.568834951456311	0.363770892025481	0.884189153794037	40	87	1
SPAP27G11.14c	4	173	38	100	2356	300	0.04	9.12913943710639	0.0734295415959253	16.7587131008001	0.00731701691198047	0.0644681189806446	0.544739884393064	0.17238891844626	1.51886888318399	7	97	1
SPAC343.01c	4	327	6	100	2452	300	0.04	9.12913943710639	0.133360522022838	30.4366700237948	0.00389328421584426	0.0338872038133586	0.299938837920489	0.0954633289725012	0.830914237503552	12	92	1
SPAC343.04c	10	493	10	100	1870	300	0.1	22.822848592766	0.263636363636364	60.1693281082012	0.0102377247803759	0.0389301932118336	0.379310344827586	0.191445453393029	0.727994613061288	22	88	1
SPNCRNA.751	0	18	23	100	329	273	0	0	0.0547112462006079	12.4866648835802	0.00511285240857114	0.280011224227739	0	0.016821284424199	0.92123692770926	5	95	1
SPAC343.06c	42	540	48	100	1156	300	0.42	95.8559640896171	0.467128027681661	106.611922492159	0.0560666523775744	0.107514294202177	0.899111111111111	0.64813050148476	1.24286524097716	45	97	1
SPAC343.08c	18	246	128	100	2737	300	0.18	41.0811274669788	0.0898794300328827	20.5130462324459	0.0439193691436027	0.120359049339324	2.00268292682927	1.2020731334604	3.29422718041731	9	109	1
SPNCRNA.752	8	192	11	100	1690	300	0.08	18.2582788742128	0.113609467455621	25.9289167444442	0.0190745080994923	0.0871048795058663	0.704166666666667	0.32235918688142	1.47207246364914	11	97	1
SPAC343.11c	51	1056	71	100	4799	300	0.51	116.396527823106	0.220045842883934	50.220729556076	0.0360757602723153	0.064480401046845	2.31769886363636	1.73127573546841	3.09441444623809	27	124	0.025041740992371
SPNCRNA.753	0	1	0	100	528	300	0	0	0.00189393939393939	0.432250920317538	0.120791776113059	17.3080587281839	0	0.637780577876951	91.3865500848111	0	100	1
SPAC343.20	31	549	158	100	1654	300	0.31	70.7508306375745	0.33192261185006	75.7541951476936	0.0386232111760584	0.0820850634476895	0.933952641165756	0.638827912852006	1.35768694942478	32	99	1
SPAC343.14c	62	664	27	100	1279	300	0.62	141.501661275149	0.519155590304926	118.486094336174	0.0713259171559637	0.121997873686031	1.19424698795181	0.912258480424776	1.56035280444434	55	107	1
SPAC343.17c	4	316	252	100	6225	300	0.04	9.12913943710639	0.0507630522088353	11.5855745466892	0.00402790611738951	0.0350757013695688	0.787974683544304	0.250737155807497	2.18346241025566	5	99	1
SPNCRNA.754	0	1	1	100	386	300	0	0	0.00259067357512953	0.591265507584611	0.120791776113059	17.3080587281839	0	0.466256255796407	66.80910669079	0	100	1
SPAC824.03c	5	191	13	100	1182	300	0.05	11.411424296383	0.161590524534687	36.879560754808	0.00951890106450924	0.0658273330859282	0.309424083769634	0.112513410582499	0.778079077075671	14	91	1
SPNCRNA.755	2	29	29	100	1545	300	0.02	4.5645697185532	0.0187702265372168	4.28390038310818	0.0113820309314607	0.296059868747899	1.06551724137931	0.175852377891068	4.57412497215504	1	101	1
SPAC824.09c	8	416	26	100	1313	300	0.08	18.2582788742128	0.316831683168317	72.310015343417	0.00887743460947632	0.0398461903445524	0.2525	0.116560716422424	0.523180479223972	25	83	1
SPAC664.01c	31	507	10	100	1536	300	0.31	70.7508306375745	0.330078125	75.3332307065908	0.0417870231115526	0.0889624160237782	0.939171597633136	0.641848674993448	1.36646271012523	32	99	1
SPAC664.02c	2	232	7	100	2298	279	0.02	4.5645697185532	0.100957354221062	23.0413440971354	0.00148399030383126	0.0350433265230689	0.198103448275862	0.0341020971820422	0.805295643500123	9	93	1
SPAC664.04c	105	450	142	100	390	300	1.05	239.639910224043	1.15384615384615	263.340560685761	0.187574344768878	0.290025313014276	0.91	0.731539944598622	1.13109872075568	109	96	1
SPNCRNA.756	6	15	6	100	171	300	0.06	13.6937091556596	0.087719298245614	20.0200426252333	0.138886946259937	1.09706997565187	0.684	0.237496678104493	1.87598965836469	8	98	1
SPAC664.07c	2	151	1	100	1596	300	0.02	4.5645697185532	0.0946115288220551	21.5930459743588	0.00227253585523509	0.0540677224161177	0.211390728476821	0.036269672249552	0.862920849761238	8	94	1
SPAC664.08c	15	518	16	100	1562	300	0.15	34.234272889149	0.331626120358515	75.6865273434877	0.0166907064914295	0.0493823323920536	0.452316602316602	0.260708835396128	0.771352031963877	28	87	1
SPNCRNA.757	1	6	1	100	528	300	0.01	2.2822848592766	0.0113636363636364	2.59350552190522	0.00755953402951306	1.38050834161111	0.88	0.039914339675829	7.28908404370664	1	100	1
SPAC664.12c	4	343	15	100	2354	300	0.04	9.12913943710639	0.14570943075616	33.2550427668595	0.00371278974491697	0.0322954987060323	0.274518950437318	0.0873990705953454	0.760236039540001	13	91	1
SPNCRNA.758	0	0	3	100	1249	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPACUNK12.02c	20	617	25	100	1675	300	0.2	45.645697185532	0.368358208955224	84.0698363088753	0.0201947976603131	0.0514530164667464	0.542949756888169	0.338262860810245	0.861838025818002	32	88	1
SPAC105.01c	17	560	6	100	3151	300	0.17	38.7988426077022	0.177721358298953	40.5610765215771	0.0181285428215418	0.0501153390005156	0.956553571428571	0.571230384306783	1.57913433190625	17	100	1
SPAC105.02c	38	956	19	100	1418	300	0.38	86.7268246525107	0.674188998589563	153.869134377181	0.0283314096459111	0.0555330952066622	0.563640167364017	0.401739388779019	0.787459290030471	55	83	1
SPAC105.03c	16	639	2	100	2487	294	0.16	36.5165577484256	0.256936067551267	58.6401296774325	0.0147208158091141	0.0419283162979653	0.622723004694836	0.366106689172669	1.0427572263304	23	93	1
SPAC17A5.18c	15	312	0	100	2409	300	0.15	34.234272889149	0.129514321295143	29.558857455139	0.0275687068759635	0.0824250457952645	1.15817307692308	0.664130148641962	1.98561935320792	13	102	1
SPAC17A5.02c	14	285	34	100	1680	300	0.14	31.9519880298724	0.169642857142857	38.7173324341566	0.0275737132867709	0.0858754990137394	0.825263157894737	0.46323838321775	1.44270838343082	16	98	1
SPAC17A5.04c	2	20	7	100	1552	217	0.02	4.5645697185532	0.0128865979381443	2.94108873618118	0.0161614422706158	0.441429443740588	1.552	0.250825584039956	6.85098496685392	1	101	1
SPAC17A5.05c	24	51	27	100	319	300	0.24	54.7748366226384	0.15987460815047	36.4879397564597	0.281456156810167	0.782465688699295	1.50117647058824	0.897845140224431	2.49606554695075	17	107	1
SPAC17A5.07c	11	400	7	100	2336	300	0.11	25.1051334520426	0.171232876712329	39.0802201930924	0.0143375641562198	0.0513171357865908	0.6424	0.334925498689295	1.19876829197476	16	95	1
SPAC17A5.09c	13	305	25	100	1180	300	0.13	29.6697031705958	0.258474576271186	58.9912611931663	0.0234114357401757	0.0759725061344778	0.502950819672131	0.276254941734073	0.896475572386838	23	90	1
SPNCRNA.760	9	120	2	100	1512	258	0.09	20.5405637334894	0.0793650793650794	18.1133718990206	0.0356558293296153	0.152163822913374	1.134	0.539116139463783	2.30071700245022	8	101	1
SPNCRNA.761	6	63	20	100	1834	300	0.06	13.6937091556596	0.0343511450381679	7.83990982194251	0.0371781998354271	0.228526153727152	1.74666666666667	0.681848184981734	4.19116965935597	3	103	1
SPAC17A5.15c	38	1210	10	100	2065	300	0.38	86.7268246525107	0.585956416464891	133.731945749379	0.0224152213003278	0.0438140816487792	0.648512396694215	0.462874319851768	0.90476078604729	50	88	1
SPAC1610.02c	15	367	76	100	871	300	0.15	34.234272889149	0.421354764638347	96.1651599718153	0.0234824882786156	0.0699323932292059	0.355994550408719	0.204532472906742	0.609111145026383	34	81	1
SPAC1610.03c	0	14	92	100	2361	300	0	0	0.00592969080897925	1.35332435535249	0.0065974714867639	0.365411596620526	0	0.155766301802496	8.62736779621063	0	100	1
SPAC1002.03c	5	435	24	100	2955	300	0.05	11.411424296383	0.147208121827411	33.5970867609245	0.00420864041857389	0.0286832596794302	0.339655172413793	0.124365324368859	0.847590323527162	13	92	1
SPAC1002.04c	31	219	60	100	641	300	0.31	70.7508306375745	0.341653666146646	77.9750989362831	0.0953552396766846	0.209005066520161	0.907351598173516	0.611227086327549	1.33972247639423	33	98	1
SPAC1002.05c	36	199	67	100	2086	300	0.36	82.1622549339575	0.0953978906999041	21.7725161551315	0.124751038728408	0.261244139418658	3.77366834170854	2.60230666787458	5.44955274827321	11	125	3.32072940711552e-05
SPAC1002.06c	3	19	45	100	311	300	0.03	6.84685457782979	0.0610932475884244	13.9432193975098	0.0372348404284344	0.561573026386184	0.491052631578947	0.115800353732431	1.74649211206103	5	98	1
SPAC1002.07c	10	245	23	100	1084	300	0.1	22.822848592766	0.226014760147601	51.5830065057903	0.0204606648302107	0.0789017083568605	0.442448979591837	0.221793606759484	0.855294518588368	20	90	1
SPAC1002.08c	8	357	15	100	1783	300	0.08	18.2582788742128	0.200224340998317	45.6968981919094	0.0103322820686775	0.0464901720158233	0.399551820728291	0.18422458928452	0.828919767042129	18	90	1
SPAC1002.09c	27	1269	9	100	2132	300	0.27	61.6216912004681	0.595215759849906	135.845191670826	0.0142415628811418	0.0315609238992876	0.453617021276596	0.303630120625942	0.672878897532812	47	80	1
SPAC1002.10c	20	202	216	100	1806	300	0.2	45.645697185532	0.111849390919158	25.5272171414105	0.060751371854162	0.159643113564199	1.78811881188119	1.09716977568617	2.88315463096944	12	108	1
SPAC1002.12c	63	793	23	100	1692	300	0.63	143.783946134426	0.468676122931442	106.965241927089	0.0609270851425659	0.103392655687453	1.34421185372005	1.03088628061222	1.74940373423171	52	111	1
SPAC1002.13c	152	6642	268	100	1829	300	1.52	346.907298610043	3.63149261891744	828.810062073	0.0194185518085148	0.0269553006839621	0.418560674495634	0.355165312577735	0.493012449509667	197	55	1
SPAC1002.15c	3	225	6	100	2754	300	0.03	6.84685457782979	0.0816993464052288	18.6461181313448	0.0034159528337813	0.0428916352129059	0.3672	0.094075341042337	1.18123563376343	7	96	1
SPAC1002.16c	3	84	4	100	1906	300	0.03	6.84685457782979	0.0440713536201469	10.0583383095086	0.0090286602393918	0.116712405001188	0.680714285714286	0.172086264162808	2.22453843932264	4	99	1
SPAC1002.17c	25	4106	1069	100	990	300	0.25	57.057121481915	4.14747474747475	946.571882039365	0.00402093678672328	0.00914554751093484	0.0602776424744277	0.0398072741885605	0.0905409203582549	100	25	1
SPNCRNA.764	3	58	3	100	1128	300	0.03	6.84685457782979	0.0514184397163121	11.7351526452165	0.0129533878347404	0.170938628828345	0.583448275862069	0.146114214775871	1.92818773318373	5	98	1
SPAC1399.03	11	877	22	100	2115	300	0.11	25.1051334520426	0.414657210401891	94.6365873090107	0.00657058721531297	0.0232894618620382	0.265279361459521	0.138967919603869	0.492572118382108	32	79	1
SPAC1399.02	76	322	12	100	2102	300	0.76	173.453649305021	0.153187440532826	34.9617376159403	0.182336338712108	0.305128697243476	4.96124223602484	3.8327098397285	6.41380521605787	23	153	1.30747943176963e-16
SPAC1399.06	3	140	86	100	2211	300	0.03	6.84685457782979	0.0633197648123021	14.4513740524072	0.00546338180326896	0.0693275337518815	0.473785714285714	0.120795371670277	1.5328317712541	6	97	1
SPAP11E10.02c	13	347	3	100	2899	300	0.13	29.6697031705958	0.119696447050707	27.3181388813032	0.0206085122879459	0.0666733094048646	1.08608069164265	0.597440771227553	1.93285923964703	12	101	1
SPAPB1A10.04c	10	139	31	100	1029	300	0.1	22.822848592766	0.13508260447036	30.8296982934351	0.0356973668012251	0.140578948726792	0.740287769784173	0.367325904384607	1.44655738239869	13	97	1
SPNCRNA.765	0	34	35	100	968	300	0	0	0.0351239669421488	8.01628979497979	0.00269086889544985	0.144693076160053	0	0.0260476109079545	1.40062897722931	3	97	1
SPAPB1A10.06c	18	522	52	100	3726	300	0.18	41.0811274669788	0.140096618357488	31.9740390913147	0.0208931195860104	0.0561740244924247	1.2848275862069	0.778477635774747	2.09304415258775	14	104	1
SPAPB1A10.07c	4	216	2	100	1599	300	0.04	9.12913943710639	0.135084427767355	30.8301144217477	0.00587454526499825	0.051493407475441	0.296111111111111	0.093933978787322	0.823379585532302	12	92	1
SPNCRNA.767	10	51	5	100	647	300	0.1	22.822848592766	0.0788253477588872	17.9901897717321	0.0935517944717714	0.399518365545125	1.26862745098039	0.605280110232361	2.58488382507696	8	102	1
SPNCRNA.768	1	7	34	100	273	300	0.01	2.2822848592766	0.0256410256410256	5.85201245968358	0.00660323359662749	1.14229470290644	0.39	0.018026827718793	3.11846453893457	2	99	1
SPAPB1A10.10c	16	392	40	100	1049	300	0.16	36.5165577484256	0.373689227836034	85.2865266764944	0.0238978634211681	0.0686385527238056	0.428163265306122	0.250688587288053	0.720018418072721	31	85	1
SPAPB1A10.11c	4	125	3	100	2087	300	0.04	9.12913943710639	0.0598945855294681	13.6696505706552	0.0100799247228649	0.0896940889225344	0.66784	0.210368028966191	1.87191563581329	5	99	1
SPAPB1A10.12c	15	417	17	100	1812	300	0.15	34.234272889149	0.230132450331126	52.5227807018952	0.0206941044389571	0.0614632691629045	0.651798561151079	0.374977172433903	1.11371443723183	21	94	1
SPNCRNA.769	1	72	7	100	1674	300	0.01	2.2822848592766	0.043010752688172	9.81627896463053	0.000715997910998929	0.0920295000659521	0.2325	0.0119858050301221	1.54057383110404	4	97	1
SPNCRNA.770	4	43	4	100	1437	300	0.04	9.12913943710639	0.0299234516353514	6.82938406046581	0.0284022086979824	0.270236188283737	1.33674418604651	0.408139738990007	3.8832940256373	3	101	1
SPNCRNA.771	7	313	47	100	1964	300	0.07	15.9759940149362	0.159368635437882	36.372462370345	0.00971211066326715	0.0487794381823576	0.439233226837061	0.190745853426567	0.958028165901503	14	93	1
SPNCRNA.772	25	518	9	100	1745	300	0.25	57.057121481915	0.296848137535817	67.7492009802451	0.0315947532617387	0.0731439588220598	0.842181467181467	0.551328444417341	1.27636208144494	28	97	1
SPNCRNA.557	25	501	14	100	1387	300	0.25	57.057121481915	0.361211247296323	82.4386960704813	0.032655846150303	0.0756518834541831	0.692115768463074	0.452936586104703	1.04929162350952	33	92	1
SPAC110.05	2	155	196	100	1707	300	0.02	4.5645697185532	0.0908025776215583	20.7237348088971	0.00221442829854896	0.0526561029461729	0.220258064516129	0.0378002910562307	0.898839677291172	8	94	1
SPNCRNA.773	0	4	0	100	1858	300	0	0	0.00215285252960172	0.491342273256533	0.0240893601812892	1.52670069174082	0	0.447580312168354	28.3660988525444	0	100	1
SPAC110.04c	50	1344	16	100	2755	300	0.5	114.11424296383	0.487840290381125	111.339050848194	0.0277499495264596	0.0497355648261944	1.0249255952381	0.764511109453961	1.37021481096166	49	101	1
SPAP14E8.05c	26	113	22	100	363	300	0.26	59.3394063411915	0.31129476584022	71.0463330849189	0.146692998528384	0.358547380529243	0.835221238938053	0.532495584658032	1.30152699132115	29	97	1
SPAC3H1.01c	7	110	13	100	2370	300	0.07	15.9759940149362	0.0464135021097046	10.5928833130981	0.0271883560749995	0.141260661824135	1.50818181818182	0.644364038977488	3.34787768523201	4	103	1
SPAC3H1.02c	4	624	22	100	3245	300	0.04	9.12913943710639	0.192295839753467	43.8873883571216	0.00204651137608461	0.0176967711516291	0.208012820512821	0.0664092941539457	0.574260223870364	16	88	1
SPAC3H1.04c	18	371	13	100	1985	300	0.18	41.0811274669788	0.186901763224181	42.6563064378649	0.0292961139942631	0.0793169886182131	0.963072776280324	0.581527862786122	1.57444222407153	18	100	1
SPAC3H1.06c	3	818	34	100	3713	300	0.03	6.84685457782979	0.220307029356316	50.2803397492124	0.00094508127952436	0.011717524797653	0.136173594132029	0.0350908679087395	0.435071695736857	18	85	1
SPAC3H1.08c	2	170	30	100	836	300	0.02	4.5645697185532	0.203349282296651	46.4100988130409	0.00202067483634557	0.0479604304137122	0.0983529411764706	0.0168928416318489	0.400949198258634	17	85	1
SPAC3H1.09c	16	902	19	100	2366	300	0.16	36.5165577484256	0.38123415046492	87.0084929445263	0.0104486013698252	0.0296444582049363	0.419689578713969	0.247213908410064	0.701387881128792	32	84	1
SPNCRNA.777	2	114	6	100	2354	300	0.02	4.5645697185532	0.048428207306712	11.0526964298017	0.00300093545499438	0.0718956448651235	0.412982456140351	0.0706420206105676	1.69242348012501	4	98	1
SPNCRNA.780	7	32	6	100	226	300	0.07	15.9759940149362	0.141592920353982	32.3155378304651	0.0881701372360453	0.517668567633244	0.494375	0.199264510153462	1.16993096285113	13	94	1
SPNCRNA.782	0	0	14	100	81	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.783	2	130	12	100	1216	300	0.02	4.5645697185532	0.106907894736842	24.3994269495031	0.00263562579466695	0.0629236828588989	0.187076923076923	0.0320492096631501	0.765151983564211	9	93	1
SPAC3H1.12c	0	861	12	100	4087	300	0	0	0.210667971617323	48.0804321956729	0.000105590896223363	0.00556829211940679	0	0.00431549992864884	0.227576098920156	17	83	1
SPNCRNA.530	12	15	57	100	91	300	0.12	27.3874183113192	0.164835164835165	37.6200800979659	0.352071156876083	1.80594285652979	0.728	0.320384752757236	1.64340799944211	15	97	1
SPAC9G1.14	5	19	29	100	459	300	0.05	11.411424296383	0.0413943355119826	9.44736651988134	0.0862005679327238	0.745398693468459	1.20789473684211	0.395660606811202	3.42138000302023	4	101	1
SPAC9G1.03c	155	973	239	100	404	300	1.55	353.754153187873	2.40841584158416	549.669101008943	0.133957157479305	0.189351374281896	0.643576567317575	0.541186916216393	0.76497955209886	180	75	1
SPAC9G1.06c	29	1032	4	100	5216	300	0.29	66.1862609190214	0.197852760736196	45.1556360194296	0.0190652765890323	0.0411550326197823	1.46573643410853	0.994444826883924	2.14664650144784	21	108	1
