V4	ePRO_Lsk1as_Cdk9as_3MBPP1r1_pr_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r1gb_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r1term_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r1pr_map	ePRO_Lsk1as_Cdk9as_3MBPP1r1gb_map	ePRO_Lsk1as_Cdk9as_3MBPP1r1term_map	ePRO_Lsk1as_Cdk9as_3MBPP1r1pr_density	ePRO_Lsk1as_Cdk9as_3MBPP1r1pr_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1r1gb_density	ePRO_Lsk1as_Cdk9as_3MBPP1r1gb_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_CI_low	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_CI_high	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_CI_low_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_CI_high_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r1_ExpPR	ePRO_Lsk1as_Cdk9as_3MBPP1r1_ExpGB	ePRO_Lsk1as_Cdk9as_3MBPP1r1Fexact_Pval
SPAC14C4.14	39	1468	1	100	5033	300	0.39	133.757195022449	0.29167494536062	100.034929614776	0.0190635050738514	0.0368723433453485	1.33710490463215	0.95946621036694	1.85578504057139	31	108	1
SPAC14C4.15c	10	261	16	100	2515	300	0.1	34.2967166724228	0.103777335984095	35.5922188926535	0.0192222800509883	0.0740002509175291	0.96360153256705	0.483440343282356	1.86110631057586	10	100	1
SPAC14C4.16	5	72	20	100	901	300	0.05	17.1483583362114	0.0799112097669256	27.4069212032679	0.0247493409397073	0.17856915733367	0.625694444444444	0.222991561866762	1.60890810757637	7	98	1
SPAC1527.01	3	317	4	100	7047	300	0.03	10.2890150017268	0.0449836809990067	15.4279256210558	0.00243021808530256	0.0303605280310111	0.666908517350158	0.171257468471272	2.13950641034535	4	99	1
SPAC1527.02	12	189	31	100	900	300	0.12	41.1560600069074	0.21	72.0231050120879	0.0337482073985393	0.116663271652009	0.571428571428571	0.303733866586854	1.04996944486808	19	93	1
SPAC1527.03	15	524	66	100	2215	300	0.15	51.4450750086342	0.236568848758465	81.1353477939031	0.0165010702957641	0.0488123605514807	0.634064885496183	0.365498707051174	1.0811937862153	22	93	1
SPAC1556.01c	16	194	7	100	4056	300	0.16	54.8747466758765	0.0478303747534517	16.4042481125494	0.0477737333126417	0.140239589972022	3.34515463917526	1.93770262316075	5.68811776926523	5	111	0.732790609378733
SPAC1556.02c	43	834	114	100	1989	300	0.43	147.475881691418	0.419306184012066	143.808253920566	0.0374657884964114	0.0707066365459229	1.0255035971223	0.745194533193623	1.40635500089841	42	101	1
SPAC1556.03	9	336	14	100	2466	300	0.09	30.8670450051805	0.13625304136253	46.7303195536661	0.0129490709795691	0.0533877760385557	0.660535714285714	0.319324090356175	1.31654255711078	13	96	1
SPAC1556.04c	11	64	10	100	1754	300	0.11	37.7263883396651	0.0364880273660205	12.5141953650802	0.0857358168531811	0.336060195528702	3.0146875	1.5038062276048	5.89449582957343	3	108	1
SPAC1556.05c	2	88	25	100	2885	300	0.02	6.85934333448456	0.0305025996533796	10.461390180843	0.00387333776376311	0.0935759155614898	0.655681818181818	0.111745794484566	2.69966516394898	3	99	1
SPAC1556.06	10	138	34	100	2147	300	0.1	34.2967166724228	0.064275733581742	22.0444662356514	0.0359499434622791	0.141623060707102	1.55579710144928	0.771845286135132	3.04064711338147	6	104	1
SPAC1556.07	44	494	126	100	965	300	0.44	150.90555335866	0.511917098445596	175.570756851574	0.0646011726955274	0.122401080882974	0.859514170040486	0.623401316511839	1.1811704305207	48	96	1
SPAC1556.08c	47	256	43	100	1367	300	0.47	161.194568360387	0.18727139722019	64.2279405130961	0.132813235501028	0.253085695926363	2.5097265625	1.81555692929905	3.45968146331338	23	124	0.0188395061263297
SPAC1565.01	29	446	3	100	2689	300	0.29	99.4604783500261	0.16586091483823	56.8848480323561	0.0438062247964402	0.0959128939299199	1.74845291479821	1.17794938477628	2.57909771777555	18	111	1
SPAC1565.02c	8	92	5	100	1261	300	0.08	27.4373733379382	0.0729579698651864	25.0221882146146	0.039154012688987	0.185038183436046	1.09652173913043	0.493732100008126	2.33333149312854	7	101	1
SPAC1565.03	3	25	14	100	791	300	0.03	10.2890150017268	0.0316055625790139	10.8396702504497	0.0288991736999246	0.415829500379834	0.9492	0.228592463966404	3.28921134800449	3	100	1
SPAC1565.04c	6	25	3	100	1005	300	0.06	20.5780300034537	0.0248756218905473	8.53152156030418	0.0884284041294287	0.614451905742255	2.412	0.888705461500759	6.17524165270966	2	104	1
SPAC1565.05	12	850	26	100	2467	300	0.12	41.1560600069074	0.344548034049453	118.168663038344	0.00761661445709511	0.0255400741993578	0.348282352941176	0.187901878656536	0.630073630498157	28	84	1
SPAC1565.06c	38	160	34	100	1183	300	0.38	130.327523355207	0.135249366018597	46.3860918646462	0.164047805046427	0.342584792710771	2.809625	1.94068553369924	4.05277809776842	16	122	0.0159043520974345
SPAC1565.07c	1	320	36	100	4480	300	0.01	3.42967166724228	0.0714285714285714	24.4976547660163	0.000162665181997369	0.0203883838906621	0.14	0.00728740015348214	0.913399598301663	6	95	1
SPAC1565.08	2	3042	331	100	3120	300	0.02	6.85934333448456	0.975	334.392987556122	0.000113824645949164	0.00265334807794378	0.0205128205128205	0.00355132895361391	0.0827844600318459	50	52	1
SPAC15A10.01	2	263	47	100	4203	300	0.02	6.85934333448456	0.0625743516535808	21.4609480962341	0.0013100216741763	0.0308842534440525	0.319619771863118	0.0550602109656301	1.29806517225353	6	96	1
SPAC15A10.02	12	225	23	100	1848	300	0.12	41.1560600069074	0.121753246753247	41.7573660784369	0.0284346401965079	0.0976864171644227	0.9856	0.525472150831465	1.80524498919853	12	100	1
SPAC15A10.03c	11	307	14	100	2695	300	0.11	37.7263883396651	0.1139146567718	39.068987081387	0.0186316740563154	0.06704763487639	0.965635179153094	0.502123615817701	1.80693375991871	11	100	1
SPAC15A10.04c	11	497	37	100	1571	300	0.11	37.7263883396651	0.31635900700191	108.500752299135	0.0115589757348496	0.0412278969833375	0.347706237424547	0.181591508794488	0.647690261608232	26	85	1
SPAC15A10.05c	1	28	7	100	971	300	0.01	3.42967166724228	0.0288362512873326	9.88988740296435	0.00180589559329714	0.244217113716604	0.346785714285714	0.0175352462109152	2.37134817418823	2	99	1
SPAC15A10.06	28	219	23	100	2279	300	0.28	96.0308066827838	0.096094778411584	32.9573538888135	0.0844929849973493	0.192247099840822	2.9137899543379	1.92559512808959	4.38131140537233	11	117	0.0700720162989553
SPAC15A10.07	34	284	55	100	1019	300	0.34	116.608836686238	0.278704612365064	95.5865312558202	0.0824704421797399	0.17296617473669	1.21992957746479	0.84037380581155	1.76252532056687	29	105	1
SPAC15A10.08	8	138	5	100	2024	300	0.08	27.4373733379382	0.0681818181818182	23.3841250039246	0.0263795452013734	0.121969921604679	1.17333333333333	0.533921994875798	2.46867121327871	6	102	1
SPAC15A10.09c	3	71	55	100	1261	300	0.03	10.2890150017268	0.056304520222046	19.3106017743221	0.0106406468594465	0.138717113507949	0.532816901408451	0.134178556897621	1.74922280133524	5	98	1
SPAC15A10.10	0	12	3	100	3074	300	0	0	0.00390370852309694	1.33884385188378	0.00771806013949717	0.431135285113533	0	0.237253168688143	13.25309866439	0	100	1
SPAC15A10.11	16	1148	18	100	6436	300	0.16	54.8747466758765	0.178371659415786	61.1756226537312	0.00821783036318062	0.0232680672895229	0.897003484320557	0.528899562174305	1.49753281075369	17	99	1
SPAC15A10.12c	0	43	60	100	971	300	0	0	0.0442842430484037	15.1880413688381	0.00212472625826863	0.113763425024706	0	0.0206310919677884	1.10464285698989	4	96	1
SPAC15A10.13	0	221	28	100	3176	300	0	0	0.0695843828715365	23.8651586417048	0.00041168233411395	0.0217599332280359	0	0.0130750309314591	0.691095479322419	6	94	1
SPAC15A10.15	5	228	46	100	2252	300	0.05	17.1483583362114	0.101243339253996	34.723141213643	0.00799012829128902	0.0550231356489859	0.493859649122807	0.179937689119829	1.23912101481516	9	96	1
SPAC15A10.16	12	533	2	100	4121	300	0.12	41.1560600069074	0.129337539432177	44.3585294501367	0.0121155241238396	0.0408386929821503	0.927804878048781	0.49928074914343	1.68296253779441	12	100	1
SPAC15A10.17	5	45	62	100	147	300	0.05	17.1483583362114	0.306122448979592	104.989948997213	0.0388580920456653	0.291842519643574	0.163333333333333	0.057121395307128	0.429008503876054	24	81	1
SPAC15E1.02c	10	38	10	100	379	300	0.1	34.2967166724228	0.100263852242744	34.3872093285506	0.12303716857667	0.548075918076991	0.997368421052632	0.466310868905581	2.0772077295118	10	100	1
SPAC15E1.03	117	332	1279	100	407	300	1.17	401.271585067347	0.815724815724816	279.766828875783	0.283831755859186	0.437296246403448	1.43430722891566	1.15519524634689	1.77979572286203	97	120	1
SPAC15E1.04	7	768	90	100	1981	300	0.07	24.007701670696	0.387682988389702	132.962536115198	0.00397927999302689	0.0197672333154783	0.180559895833333	0.0788295366618627	0.391588891979626	29	78	1
SPAC15E1.05c	0	104	9	100	1326	300	0	0	0.0784313725490196	26.8993856254296	0.000875817578746582	0.0464543008536173	0	0.0116133410941797	0.615984029318965	7	93	1
SPAC15E1.06	2	85	41	100	854	300	0.02	6.85934333448456	0.0995316159250585	34.1360763133014	0.00400777260120626	0.0969489900390142	0.200941176470588	0.0342263780143015	0.827944374933182	9	93	1
SPAC15E1.07c	3	2	3	100	318	300	0.03	10.2890150017268	0.00628930817610063	2.15702620581275	0.205434456268421	12.7771333780473	4.77	0.653281570933578	40.6312841421903	0	103	1
SPAC15E1.08	2	210	65	100	1063	300	0.02	6.85934333448456	0.19755409219191	67.7545672738362	0.0016383995707638	0.0387462685790596	0.101238095238095	0.0174161874372192	0.411872834995404	16	86	1
SPAC15E1.09	20	192	18	100	992	300	0.2	68.5934333448456	0.193548387096774	66.3807419466248	0.0638413997076886	0.168158886672931	1.03333333333333	0.633306685100271	1.66813615579548	19	101	1
SPAC15E1.10	12	76	17	100	721	300	0.12	41.1560600069074	0.105409153952843	36.1518788780046	0.0816504394814545	0.298645196975822	1.13842105263158	0.588699668661287	2.15323187019568	10	102	1
SPAC15F9.01c	0	3	1	100	902	300	0	0	0.00332594235033259	1.14068902458169	0.0327971598819604	2.22593021867193	0	0.295830382135283	20.0778905724208	0	100	1
SPAC15F9.02	2	253	61	100	1619	300	0.02	6.85934333448456	0.156269302038295	53.5952397660467	0.0013615087951463	0.0321137333879541	0.12798418972332	0.0220428273934186	0.519921343550977	13	89	1
SPAC15F9.03c	12	111	111	100	732	300	0.12	41.1560600069074	0.151639344262295	52.0073162655592	0.0567125678634625	0.201404285587684	0.791351351351351	0.415135996760546	1.47427937050184	14	98	1
SPAC16.01	6	449	26	100	1756	300	0.06	20.5780300034537	0.255694760820046	87.6949076646802	0.00540066982486335	0.0308709636061859	0.234654788418708	0.0948357621246004	0.542094120924625	21	85	1
SPAC16.02c	17	1500	121	100	2144	300	0.17	58.3044183431188	0.699626865671642	239.949043883555	0.00680081786081915	0.0186167399612073	0.242986666666667	0.145809534935963	0.399142904768285	48	69	1
SPAC16.03c	57	235	31	100	1323	300	0.57	195.49128503281	0.177626606198035	60.9200938625802	0.179638529340567	0.326856087500591	3.20897872340426	2.3766177431757	4.32430603763281	23	134	4.40123623908364e-06
SPAC16.04	14	153	11	100	1906	300	0.14	48.0154033413919	0.0802728226652676	27.5309425544632	0.0507689425549672	0.161912839084078	1.7440522875817	0.967656045097675	3.08605871294252	8	106	1
SPAC16.05c	64	883	145	100	1796	300	0.64	219.498986703506	0.491648106904232	168.619158250275	0.0557536688916597	0.0940473544069245	1.30174405436014	1.00133589329421	1.68909048514836	54	110	1
SPAC1610.01	8	52	7	100	967	300	0.08	27.4373733379382	0.0537745604963806	18.4429086552842	0.0676456343132442	0.335901479361957	1.48769230769231	0.654133283809071	3.24816730543012	5	103	1
SPAC1610.02c	5	174	128	100	871	300	0.05	17.1483583362114	0.199770378874856	68.5146808381351	0.0104363621143137	0.0723548066022388	0.250287356321839	0.0909007140156719	0.6302103655055	17	88	1
SPAC1610.03c	0	16	88	100	2361	300	0	0	0.00677678949597628	2.32421629292149	0.00576104614150375	0.317064970660191	0	0.136018299400903	7.4859039572871	0	100	1
SPAC1610.04	0	187	20	100	1869	300	0	0	0.100053504547887	34.3150669756183	0.000486622771486863	0.0257354999010074	0	0.00909497959908947	0.480996493149828	9	91	1
SPAC1635.01	7	388	72	100	1331	300	0.07	24.007701670696	0.291510142749812	99.9784077302783	0.00784833133824335	0.0392774692176045	0.240128865979381	0.104461290112019	0.522783115286315	24	83	1
SPAC1639.01c	4	1565	207	100	3093	300	0.04	13.7186866689691	0.505981247979308	173.534955035052	0.000817656316351127	0.00703990205109718	0.0790543130990415	0.0252901098647404	0.217744170440436	34	70	1
SPAC1639.02c	5	656	13	100	3414	300	0.05	17.1483583362114	0.192149970708846	65.9011310401563	0.00279592559018774	0.0189817071987135	0.260213414634146	0.0954528996490096	0.648035483764078	16	89	1
SPAC167.01	8	401	22	100	3235	300	0.08	27.4373733379382	0.123956723338485	42.5130861998193	0.00920702861270578	0.0413485356489302	0.645386533665835	0.297847375621032	1.33762512824289	11	97	1
SPAC167.02	5	147	9	100	3270	300	0.05	17.1483583362114	0.044954128440367	15.4177900637497	0.0123227241182982	0.0858793106888921	1.11224489795918	0.402953078668351	2.80825345952677	4	101	1
SPAC167.03c	11	363	7	100	2731	300	0.11	37.7263883396651	0.132918344928598	45.5866281658348	0.0157849384653197	0.0566004372932303	0.827575757575758	0.431086669487882	1.54575794247812	13	98	1
SPAC167.04	1	118	20	100	1033	300	0.01	3.42967166724228	0.114230396902227	39.1772755793407	0.000439005478761073	0.0557176207546742	0.0875423728813559	0.00453492659560189	0.575563022395785	10	91	1
SPAC167.05	3	364	3	100	3194	300	0.03	10.2890150017268	0.113963681903569	39.0858010919283	0.00211798389001275	0.026417534066812	0.263241758241758	0.0676484054470072	0.843776038093976	10	93	1
SPAC167.06c	1	25	9	100	612	300	0.01	3.42967166724228	0.0408496732026144	14.0100966799113	0.00201502960057811	0.275223236161762	0.2448	0.0123319811555381	1.68436620530998	3	98	1
SPAC167.07c	9	413	17	100	3598	300	0.09	30.8670450051805	0.114785992217899	39.367826530602	0.0105533651473778	0.0433535256458822	0.784067796610169	0.379710078002653	1.55985985273884	11	98	1
SPAC167.08	0	0	0	0	35	10	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC167.09	2	61	8	100	1373	300	0.02	6.85934333448456	0.0444282592862345	15.2374342098892	0.00554834001928696	0.136229324244619	0.45016393442623	0.07617870846481	1.87042862187862	4	98	1
SPAC1687.01	3	77	43	100	635	300	0.03	10.2890150017268	0.121259842519685	41.5881446264024	0.00983057065490104	0.127613033626591	0.247402597402597	0.0624241236586216	0.81034276352885	11	92	1
SPAC1687.02	7	135	6	100	2108	300	0.07	24.007701670696	0.0640417457305503	21.9642160852803	0.0222560456768834	0.114528052937302	1.09303703703704	0.469157442868701	2.41425135591832	6	101	1
SPAC1687.03c	1	336	29	100	1170	300	0.01	3.42967166724228	0.287179487179487	98.4931350592655	0.000154940038780128	0.0194133543856156	0.0348214285714286	0.0018127984537275	0.227136246311702	22	79	1
SPAC1687.04	36	200	68	100	1619	300	0.36	123.468180020722	0.123533045089561	42.3677784711832	0.124145278457546	0.259899467198442	2.9142	2.00991205822767	4.20777237394277	14	122	0.00913662504613176
SPAC1687.05	16	584	11	100	2981	300	0.16	54.8747466758765	0.195907413619591	67.1898105893825	0.0160972547070674	0.0459062786611915	0.816712328767123	0.47985916281768	1.36846616689012	19	97	1
SPAC1687.06c	23	66	312	100	263	300	0.23	78.8824483465724	0.250950570342205	86.0678060980952	0.210711962979226	0.572343710340831	0.916515151515152	0.554172462635364	1.50526395819639	24	99	1
SPAC1687.08	29	5	35	100	90	300	0.29	99.4604783500261	0.0555555555555556	19.0537314846793	2.14123443553292	17.0387590614954	5.22	1.92711099197963	15.3348831553459	6	123	1
SPAC1687.09	33	1126	34	100	4612	300	0.33	113.179165018995	0.244145706851691	83.7339613468085	0.0203920130199948	0.04189984980616	1.35165186500888	0.940479640482162	1.9324210730601	26	107	1
SPAC1687.10	17	87	20	100	2041	300	0.17	58.3044183431188	0.0426261636452719	14.6193745737422	0.112092081103316	0.336317967135397	3.98816091954023	2.28779937531868	6.86424970923345	4	113	0.0967220892803949
SPAC1687.11	16	656	104	100	2664	300	0.16	54.8747466758765	0.246246246246246	84.4543773915516	0.0143417688227999	0.0408345965072002	0.649756097560976	0.38206472143939	1.08783365095181	22	94	1
SPAC1687.12c	13	83	26	100	993	300	0.13	44.5857316741496	0.0835850956696878	28.6669434422064	0.0833166446154156	0.288708123575282	1.55530120481928	0.827334281031077	2.86687166710255	8	105	1
SPAC1687.13c	8	230	28	100	1057	300	0.08	27.4373733379382	0.21759697256386	74.6286171679966	0.0159637440564205	0.0725159873189865	0.367652173913044	0.168736774676364	0.766493985961688	19	89	1
SPAC1687.14c	7	105	50	100	771	300	0.07	24.007701670696	0.136186770428016	46.7075907990194	0.0284493605053792	0.148176992033189	0.514	0.219344569496473	1.14244460857589	12	95	1
SPAC1687.15	6	550	68	100	2170	300	0.06	20.5780300034537	0.253456221198157	86.927162072961	0.00441360556755953	0.0251728805199023	0.236727272727273	0.0957752408160417	0.546251507281881	21	85	1
SPAC1687.16c	29	422	85	100	1343	300	0.29	99.4604783500261	0.314221891288161	107.767791777829	0.046265308013053	0.101439745992489	0.922914691943128	0.621343086615302	1.36233578867912	30	99	1
SPAC1687.17c	32	261	25	100	902	249	0.32	109.749493351753	0.289356984478936	99.239945138607	0.0834069245768952	0.179292564925211	1.10590038314176	0.752330459683594	1.61721893562541	29	103	1
SPAC1687.18c	2	113	48	100	1733	300	0.02	6.85934333448456	0.0652048470859781	22.3631216617644	0.00302715908932193	0.0725420952133519	0.306725663716814	0.0524606670179491	1.25715451004739	6	96	1
SPAC1687.19c	11	82	17	100	1263	300	0.11	37.7263883396651	0.0649247822644497	22.2670686234257	0.0676730896470529	0.259170195123877	1.69426829268293	0.854711122242279	3.27331956441457	6	105	1
SPAC1687.20c	0	61	20	100	1978	300	0	0	0.0308392315470172	10.5768438676329	0.00149545868574188	0.0796917976497406	0	0.0295801728039743	1.57630375751187	2	98	1
SPAC1687.21	9	252	32	100	1174	300	0.09	30.8670450051805	0.214650766609881	73.6181652593743	0.0172114705131498	0.0714198555499456	0.419285714285714	0.202062663824379	0.838469104156361	19	90	1
SPAC1687.22c	17	926	29	100	3446	300	0.17	58.3044183431188	0.268717353453279	92.1612293635041	0.0109967169301952	0.0302123816749106	0.632634989200864	0.378946865414526	1.04111867251742	24	93	1
SPAC1687.23c	0	1	2	100	298	300	0	0	0.00335570469798658	1.15089653263164	0.120791776113059	17.3080587281839	0	0.359959492816916	51.5780150099881	0	100	1
SPAC16A10.01	2	180	11	100	3288	300	0.02	6.85934333448456	0.0547445255474453	18.7755748206694	0.00190930398035104	0.045269117674078	0.365333333333333	0.0627779148739423	1.48844858912369	5	97	1
SPAC16A10.02	9	94	0	100	2229	300	0.09	30.8670450051805	0.0421713772992373	14.4633977891779	0.0451972903791	0.195723000960407	2.13414893617021	1.00744760255014	4.36266569140747	4	105	1
SPAC16A10.03c	2	189	8	100	3975	300	0.02	6.85934333448456	0.0475471698113208	16.3071181159444	0.00181907062126873	0.0430927584134026	0.420634920634921	0.0723080571954319	1.71293714693276	4	98	1
SPAC16A10.04	2	90	28	100	1407	300	0.02	6.85934333448456	0.0639658848614073	21.938198297925	0.0037886154381547	0.0914546113416967	0.312666666666667	0.0533058192148366	1.28676638157767	6	96	1
SPAC16A10.05c	8	19	47	100	414	300	0.08	27.4373733379382	0.0458937198067633	15.7400390525612	0.169557956223164	1.01372578064047	1.74315789473684	0.701969938763899	4.19682473185157	4	104	1
SPAC16A10.06c	9	34	18	100	1052	300	0.09	30.8670450051805	0.032319391634981	11.0844901793001	0.118264584903222	0.574331488522987	2.78470588235294	1.2441434331819	6.04196725926182	3	106	1
SPAC16A10.07c	8	527	45	100	2216	300	0.08	27.4373733379382	0.237815884476534	81.5630401009333	0.00701826153865154	0.0314028166777457	0.336394686907021	0.155524675696518	0.695886417578844	20	88	1
SPAC16A10.08c	10	20	10	100	977	300	0.1	34.2967166724228	0.0204708290685773	7.02082224614592	0.218584619950912	1.1214574464984	4.885	2.13557173692041	10.9566392522893	2	108	1
SPAC16C9.01c	4	74	12	100	1815	300	0.04	13.7186866689691	0.040771349862259	13.9832343457812	0.0168338161572729	0.153492645237905	0.981081081081081	0.305533763254504	2.78589151106798	4	100	1
SPAC16C9.02c	4	199	74	100	1151	300	0.04	13.7186866689691	0.172893136403128	59.2966691382462	0.00637110048509303	0.0559448367093596	0.231356783919598	0.0733313665834207	0.643925070524729	15	89	1
SPAC16C9.03	34	592	90	100	1610	300	0.34	116.608836686238	0.367701863354037	126.109666273753	0.0399892929613982	0.0820779355971265	0.924662162162162	0.643827616678512	1.32145476311374	36	98	1
SPAC16C9.04c	4	375	33	100	1726	300	0.04	13.7186866689691	0.217265353418308	74.5148826892152	0.0033977475666188	0.0295221356649625	0.184106666666667	0.0586451229998405	0.509552061577253	18	86	1
SPAC16C9.05	6	193	51	100	1374	300	0.06	20.5780300034537	0.140465793304221	48.1751551512198	0.0124685776117584	0.0724177346789747	0.427150259067357	0.17131825638556	0.995019674489112	13	93	1
SPAC16C9.06c	10	225	4	100	2792	300	0.1	34.2967166724228	0.0805873925501433	27.6388296966158	0.0222527012155862	0.0860237925125364	1.24088888888889	0.621295417939168	2.40178428695002	8	102	1
SPAC16C9.07	3	316	49	100	2860	300	0.03	10.2890150017268	0.11048951048951	37.8942743653343	0.00243786470793242	0.0304572499600879	0.271518987341772	0.0697229306468673	0.871077348858513	10	93	1
SPAC16E8.01	20	958	16	100	4675	300	0.2	68.5934333448456	0.204919786096257	70.280758443168	0.0130414936445039	0.0330470259663002	0.975991649269311	0.609689827880558	1.54494846392453	20	100	1
SPAC16E8.02	9	105	5	100	2530	300	0.09	30.8670450051805	0.041501976284585	14.2338152197802	0.0406005655766629	0.174581769398439	2.16857142857143	1.02719430908957	4.4169187657805	4	105	1
SPAC16E8.03	8	12	6	100	391	300	0.08	27.4373733379382	0.030690537084399	10.5258465490812	0.249642064499602	1.74637196438022	2.60666666666667	0.976100472193445	6.82831438072666	3	105	1
SPAC16E8.04c	5	118	33	100	1217	300	0.05	17.1483583362114	0.0969597370583402	33.2540063052251	0.0152914000207572	0.107449247386945	0.515677966101695	0.186096338252615	1.30765734069912	9	96	1
SPAC16E8.05c	3	46	7	100	1274	300	0.03	10.2890150017268	0.0361067503924647	12.3834298817225	0.0162045937853622	0.21757191633012	0.830869565217391	0.206446524825515	2.77186621404573	3	100	1
SPAC16E8.06c	19	249	13	100	1391	300	0.19	65.1637616776033	0.179007907979871	61.3938350210875	0.0464360088018574	0.123924330794751	1.06140562248996	0.645924882433837	1.72378744135498	18	101	1
SPAC16E8.07c	61	1144	28	100	2497	300	0.61	209.209971701779	0.458149779735683	157.130331891276	0.0408470053079675	0.0694636232540166	1.33144230769231	1.01994972253995	1.73450667265279	50	111	1
SPAC16E8.08	23	293	77	100	1228	300	0.23	78.8824483465724	0.238599348534202	81.8317425490218	0.0500923530384931	0.121935976581822	0.963959044368601	0.615134095312695	1.49737379242477	23	100	1
SPAC16E8.09	25	739	16	100	2988	300	0.25	85.741791681057	0.247322623828648	84.8235395613134	0.0222122481923737	0.0511144811110684	1.01082543978349	0.663701975988125	1.52730069559872	24	101	1
SPAC16E8.10c	6	64	25	100	942	300	0.06	20.5780300034537	0.0679405520169851	23.3013786309454	0.0366198682201537	0.22480233952159	0.883125	0.344959158633848	2.11763803829338	6	100	1
SPAC16E8.11c	18	174	41	100	2014	300	0.18	61.734090010361	0.086395233366435	29.6307284061647	0.0616451452740357	0.171440276771099	2.08344827586207	1.24153322581908	3.45280717416993	9	109	1
SPAC16E8.12c	9	121	20	100	1075	300	0.09	30.8670450051805	0.112558139534884	38.6037462080294	0.035368666783247	0.150872122705426	0.799586776859504	0.380213167919905	1.62187531908333	11	98	1
SPAC16E8.13	37	791	24	100	2423	300	0.37	126.897851687964	0.326454808089146	111.963280593836	0.0331429435353186	0.0657295032966788	1.13338811630847	0.803053521860769	1.59262586487853	33	104	1
SPAC16E8.14c	16	101	28	100	970	300	0.16	54.8747466758765	0.104123711340206	35.7110142671619	0.0900359892723445	0.274750951012092	1.53663366336634	0.873349095941742	2.66508422481729	10	106	1
SPAC16E8.15	77	989	88	100	1094	300	0.77	264.084718377656	0.904021937842779	310.049842678484	0.0612999448659215	0.0987441872241726	0.851749241658241	0.670621396833182	1.08026140823245	84	93	1
SPAC16E8.16	2	2355	29	100	2211	300	0.02	6.85934333448456	1.0651289009498	365.304241354843	0.000147009292086447	0.00342797930618514	0.0187770700636943	0.00325037544803133	0.0757926224597535	52	50	1
SPAC16E8.17c	9	139	25	100	1137	300	0.09	30.8670450051805	0.122251539138083	41.9282640058643	0.0308906374231086	0.130872817447558	0.736187050359712	0.351226547500745	1.48802393437874	11	98	1
SPAC16E8.18	11	29	51	100	365	300	0.11	37.7263883396651	0.0794520547945206	27.2494461232948	0.178433750308884	0.790126236215744	1.38448275862069	0.651283188627426	2.88396076218747	8	103	1
SPAC16E8.18c	7	44	44	100	587	300	0.07	24.007701670696	0.0749574105621806	25.7079307254958	0.0655419957187054	0.367466999395598	0.933863636363636	0.384731514868801	2.15703128645216	7	100	1
SPAC1705.02	25	29	40	100	435	300	0.25	85.741791681057	0.0666666666666667	22.8644777816152	0.489072325647258	1.51721420241093	3.75	2.12746461656557	6.59988178048754	7	118	0.0827455953945673
SPAC1705.03c	25	1463	142	100	1776	300	0.25	85.741791681057	0.823761261261261	282.523065831951	0.0112590785914347	0.0257278186000069	0.303485987696514	0.199961235783881	0.456926058336123	56	69	1
SPAC1751.01c	1	449	17	100	6707	300	0.01	3.42967166724228	0.0669449828537349	22.9599310957475	0.000116024697752982	0.0145119523064044	0.149376391982183	0.0077817764782925	0.973316641190542	6	95	1
SPAC1751.02c	7	124	7	100	1084	300	0.07	24.007701670696	0.114391143911439	39.2324065256497	0.0241866399396345	0.124931319666759	0.611935483870968	0.262183176945638	1.35425550518766	10	97	1
SPAC1751.03	71	1062	142	100	1374	300	0.71	243.506688374202	0.77292576419214	265.088159433137	0.0521706260398107	0.0855341164775391	0.918587570621469	0.716824401787	1.17523876040139	74	97	1
SPAC1751.04	0	300	33	100	1652	300	0	0	0.181598062953995	62.2821731339397	0.000303192259372212	0.0160124953855865	0	0.00500873612482894	0.264526423769889	15	85	1
SPAC1782.01	3	597	10	100	5213	300	0.03	10.2890150017268	0.114521388835603	39.2770762582705	0.00129387421021673	0.0160705916548723	0.261959798994975	0.067449662578598	0.837759942968492	10	93	1
SPAC1782.02c	3	87	22	100	841	300	0.03	10.2890150017268	0.103448275862069	35.4793620749201	0.0087236820042207	0.112590447973692	0.29	0.0733661656554961	0.946885667458752	9	94	1
SPAC1782.03	0	101	56	100	1695	300	0	0	0.0595870206489676	20.4363916455145	0.000901889401576689	0.0478465687296423	0	0.0152870253567249	0.810999339967437	5	95	1
SPAC1782.04	17	184	102	100	978	300	0.17	58.3044183431188	0.188139059304703	64.5255201198957	0.054326858715758	0.154982222094889	0.903586956521739	0.531316678240113	1.51572613208801	18	99	1
SPAC1782.05	54	76	19	100	1115	300	0.54	185.202270031083	0.0681614349775785	23.3771342341178	0.49402556071898	1.02092167148096	7.92236842105263	5.50838500201663	11.3832766370127	9	145	2.18857916504799e-17
